DATE,EXPINF1YR
1982-01-01,6.3945071
1982-02-01,6.4321077
1982-03-01,6.3877317
1982-04-01,6.1406276
1982-05-01,5.4881669
1982-06-01,5.4452325
1982-07-01,6.3748846
1982-08-01,6.367801
1982-09-01,6.339422
1982-10-01,5.1327583
1982-11-01,4.6539145
1982-12-01,4.5710148
1983-01-01,4.8633048
1983-02-01,4.5956615
1983-03-01,4.0629447
1983-04-01,4.6289199
1983-05-01,4.6186334
1983-06-01,4.1399507
1983-07-01,4.9603809
1983-08-01,5.1924267
1983-09-01,5.1037494
1983-10-01,5.1155348
1983-11-01,5.2028781
1983-12-01,5.1980904
1984-01-01,5.2475146
1984-02-01,5.0622947
1984-03-01,4.8302654
1984-04-01,5.4205543
1984-05-01,5.4580169
1984-06-01,5.5883874
1984-07-01,5.692377
1984-08-01,5.224781
1984-09-01,5.1047828
1984-10-01,5.4138126
1984-11-01,4.9376646
1984-12-01,4.8509702
1985-01-01,4.8807597
1985-02-01,4.6573474
1985-03-01,4.9883735
1985-04-01,4.7725855
1985-05-01,4.7029389
1985-06-01,4.716909
1985-07-01,4.407939
1985-08-01,4.4287764
1985-09-01,4.4613628
1985-10-01,4.4118946
1985-11-01,4.2730751
1985-12-01,4.0037965
1986-01-01,3.9759159
1986-02-01,3.9713373
1986-03-01,3.4802235
1986-04-01,3.0175747
1986-05-01,2.8514107
1986-06-01,3.4637795
1986-07-01,3.5734378
1986-08-01,3.388122
1986-09-01,3.4035122
1986-10-01,3.4713896
1986-11-01,3.2203774
1986-12-01,3.6377004
1987-01-01,3.4766992
1987-02-01,3.5699365
1987-03-01,3.0945875
1987-04-01,3.6402938
1987-05-01,3.9085461
1987-06-01,3.9808006
1987-07-01,4.0066156
1987-08-01,4.126315
1987-09-01,4.2771388
1987-10-01,4.3834831
1987-11-01,3.9721739
1987-12-01,4.083687
1988-01-01,3.6629208
1988-02-01,3.7866556
1988-03-01,3.6808433
1988-04-01,3.9816855
1988-05-01,4.0994026
1988-06-01,3.9480755
1988-07-01,4.2701061
1988-08-01,4.362807
1988-09-01,4.414214
1988-10-01,4.3720582
1988-11-01,4.2504516
1988-12-01,4.4612583
1989-01-01,4.4802056
1989-02-01,4.4007674
1989-03-01,4.5305051
1989-04-01,4.7028561
1989-05-01,4.852568
1989-06-01,4.3841384
1989-07-01,4.3266076
1989-08-01,4.127378
1989-09-01,4.0212728
1989-10-01,4.2239744
1989-11-01,3.9988063
1989-12-01,3.6603593
1990-01-01,4.1516909
1990-02-01,4.4318376
1990-03-01,3.9925157
1990-04-01,4.1347922
1990-05-01,4.2465017
1990-06-01,4.1908762
1990-07-01,4.0715514
1990-08-01,4.1266926
1990-09-01,4.7322385
1990-10-01,5.0042957
1990-11-01,4.9594235
1990-12-01,4.8876822
1991-01-01,4.0730006
1991-02-01,3.7918137
1991-03-01,3.7886339
1991-04-01,3.7570386
1991-05-01,3.6422551
1991-06-01,3.5765848
1991-07-01,3.8492682
1991-08-01,3.7712021
1991-09-01,3.5858551
1991-10-01,3.5977558
1991-11-01,3.4862803
1991-12-01,3.5525591
1992-01-01,3.2724393
1992-02-01,3.3409544
1992-03-01,3.5870624
1992-04-01,3.3684803
1992-05-01,3.4097229
1992-06-01,3.5547337
1992-07-01,3.2800719
1992-08-01,3.113691
1992-09-01,3.0056291
1992-10-01,2.9535204
1992-11-01,3.0830561
1992-12-01,3.0122331
1993-01-01,3.0462732
1993-02-01,2.9146659
1993-03-01,2.9762001
1993-04-01,2.9080126
1993-05-01,2.8227684
1993-06-01,2.8107258
1993-07-01,2.8204755
1993-08-01,2.8309168
1993-09-01,2.6860327
1993-10-01,2.7698057
1993-11-01,2.8056918
1993-12-01,2.6618748
1994-01-01,2.8546535
1994-02-01,2.8042649
1994-03-01,3.2724485
1994-04-01,3.2195329
1994-05-01,3.2434833
1994-06-01,3.4229273
1994-07-01,3.2848815
1994-08-01,3.2882372
1994-09-01,3.251555
1994-10-01,3.4983836
1994-11-01,3.5738487
1994-12-01,3.9072213
1995-01-01,3.7001702
1995-02-01,3.5637152
1995-03-01,3.474127
1995-04-01,3.4644238
1995-05-01,3.4662409
1995-06-01,3.0571159
1995-07-01,3.2567759
1995-08-01,3.2675624
1995-09-01,3.2099157
1995-10-01,3.1309968
1995-11-01,2.9833163
1995-12-01,2.7518619
1996-01-01,3.0038319
1996-02-01,2.9196834
1996-03-01,2.6168022
1996-04-01,3.1333648
1996-05-01,3.2478188
1996-06-01,3.2261356
1996-07-01,3.144873
1996-08-01,3.1073244
1996-09-01,3.1347765
1996-10-01,3.1805381
1996-11-01,3.0987135
1996-12-01,2.9632444
1997-01-01,3.1574043
1997-02-01,3.1308768
1997-03-01,3.2344619
1997-04-01,3.2328116
1997-05-01,3.1341546
1997-06-01,3.201087
1997-07-01,3.0903227
1997-08-01,2.9692178
1997-09-01,3.0134879
1997-10-01,2.9881361
1997-11-01,2.9327548
1997-12-01,2.9354614
1998-01-01,2.7570107
1998-02-01,2.6177094
1998-03-01,2.8714847
1998-04-01,2.7267374
1998-05-01,2.644841
1998-06-01,2.4650222
1998-07-01,2.7361812
1998-08-01,2.7124419
1998-09-01,2.5336411
1998-10-01,2.3601762
1998-11-01,2.3458166
1998-12-01,2.2704824
1999-01-01,2.395567
1999-02-01,2.4182198
1999-03-01,2.7113296
1999-04-01,2.7007827
1999-05-01,2.7428736
1999-06-01,2.3467564
1999-07-01,2.8008632
1999-08-01,2.8129568
1999-09-01,2.6882069
1999-10-01,2.8762836
1999-11-01,2.9859271
1999-12-01,3.1640203
2000-01-01,3.080288
2000-02-01,3.1570678
2000-03-01,3.2388566
2000-04-01,3.1606735
2000-05-01,3.3126257
2000-06-01,3.7602013
2000-07-01,3.0862813
2000-08-01,3.1234906
2000-09-01,3.1741185
2000-10-01,3.1062109
2000-11-01,3.0989798
2000-12-01,3.1672986
2001-01-01,2.6536536
2001-02-01,2.632136
2001-03-01,2.1422446
2001-04-01,2.5592129
2001-05-01,2.7238774
2001-06-01,2.7511842
2001-07-01,2.6878453
2001-08-01,2.5859519
2001-09-01,3.1152263
2001-10-01,2.2912795
2001-11-01,2.0813513
2001-12-01,2.7313753
2002-01-01,2.2902539
2002-02-01,2.1457897
2002-03-01,2.013877
2002-04-01,2.5878316
2002-05-01,2.6186536
2002-06-01,2.3419254
2002-07-01,2.3480992
2002-08-01,2.1314545
2002-09-01,2.0411286
2002-10-01,2.0053377
2002-11-01,2.0305948
2002-12-01,1.9511579
2003-01-01,2.0790118
2003-02-01,2.1065381
2003-03-01,1.903343
2003-04-01,1.9895133
2003-05-01,1.8385312
2003-06-01,2.2847306
2003-07-01,1.6263355
2003-08-01,1.8526073
2003-09-01,1.9804944
2003-10-01,1.7885532
2003-11-01,1.9308072
2003-12-01,2.2234564
2004-01-01,1.9069713
2004-02-01,1.9871939
2004-03-01,1.7042839
2004-04-01,1.8527671
2004-05-01,2.2141024
2004-06-01,2.5740778
2004-07-01,2.2558469
2004-08-01,2.3408529
2004-09-01,2.6767708
2004-10-01,2.145831
2004-11-01,2.2068239
2004-12-01,1.7525286
2005-01-01,2.1405957
2005-02-01,2.1370072
2005-03-01,2.3342418
2005-04-01,2.4622893
2005-05-01,2.5780667
2005-06-01,2.3619011
2005-07-01,2.3318043
2005-08-01,2.4638191
2005-09-01,2.3538136
2005-10-01,2.8474638
2005-11-01,3.0510174
2005-12-01,3.2271725
2006-01-01,2.4027758
2006-02-01,2.5082827
2006-03-01,1.768612
2006-04-01,2.6830379
2006-05-01,2.8830197
2006-06-01,2.7447553
2006-07-01,2.8005219
2006-08-01,2.8670646
2006-09-01,2.6513028
2006-10-01,2.4007047
2006-11-01,1.8893923
2006-12-01,1.9891528
2007-01-01,2.6838116
2007-02-01,2.6396415
2007-03-01,2.7976602
2007-04-01,2.7184483
2007-05-01,2.9243064
2007-06-01,3.214615
2007-07-01,2.614408
2007-08-01,2.6534371
2007-09-01,2.5740481
2007-10-01,2.2920506
2007-11-01,2.6320037
2007-12-01,2.5437758
2008-01-01,2.466622
2008-02-01,2.2977869
2008-03-01,1.9336763
2008-04-01,2.0175043
2008-05-01,2.2868435
2008-06-01,2.7285115
2008-07-01,2.9490198
2008-08-01,3.0525448
2008-09-01,2.7309252
2008-10-01,1.6072395
2008-11-01,0.78457206
2008-12-01,0.28299557
2009-01-01,0.47357505
2009-02-01,0.38164688
2009-03-01,-0.48067803
2009-04-01,1.2289362
2009-05-01,1.2972457
2009-06-01,1.2745119
2009-07-01,1.5522347
2009-08-01,2.0245319
2009-09-01,2.3608109
2009-10-01,1.6283633
2009-11-01,1.8070337
2009-12-01,1.7866037
2010-01-01,1.6957593
2010-02-01,1.7316171
2010-03-01,1.9701388
2010-04-01,1.587202
2010-05-01,1.562963
2010-06-01,1.3532178
2010-07-01,0.96279857
2010-08-01,1.3411201
2010-09-01,0.90713698
2010-10-01,1.3652619
2010-11-01,1.3962369
2010-12-01,1.4938723
2011-01-01,1.7900451
2011-02-01,1.9547432
2011-03-01,2.1063793
2011-04-01,2.0757372
2011-05-01,2.292302
2011-06-01,2.1177045
2011-07-01,2.432348
2011-08-01,1.5113148
2011-09-01,1.008876
2011-10-01,1.4656093
2011-11-01,1.5052488
2011-12-01,1.7116627
2012-01-01,1.4714419
2012-02-01,1.5014226
2012-03-01,1.3620536
2012-04-01,1.6869361
2012-05-01,1.5903147
2012-06-01,0.78930567
2012-07-01,1.2966497
2012-08-01,1.3700924
2012-09-01,1.9315046
2012-10-01,1.6131067
2012-11-01,1.6632266
2012-12-01,2.1029068
2013-01-01,1.3155854
2013-02-01,1.3608065
2013-03-01,1.0049408
2013-04-01,1.4563149
2013-05-01,1.1780254
2013-06-01,1.3532103
2013-07-01,1.0030329
2013-08-01,1.797427
2013-09-01,2.202423
2013-10-01,1.5555239
2013-11-01,1.4505754
2013-12-01,1.9240314
2014-01-01,1.6382453
2014-02-01,1.5858281
2014-03-01,1.2194617
2014-04-01,1.653011
2014-05-01,1.76839
2014-06-01,1.5265458
2014-07-01,1.8594911
2014-08-01,1.8065541
2014-09-01,2.1150395
2014-10-01,1.6022445
2014-11-01,1.321155
2014-12-01,2.1860996
2015-01-01,0.91604112
2015-02-01,0.38334206
2015-03-01,0.79843856
2015-04-01,1.5899931
2015-05-01,1.7028274
2015-06-01,1.7750546
2015-07-01,1.8011251
2015-08-01,1.7247986
2015-09-01,1.92835583
2015-10-01,1.3119821
2015-11-01,1.3066673
2015-12-01,1.46795515
2016-01-01,1.47498776
2016-02-01,1.11589387
2016-03-01,0.78224551
2016-04-01,1.68966418
2016-05-01,1.66012215
2016-06-01,1.28116185
2016-07-01,1.64813436
2016-08-01,1.5900866
2016-09-01,2.06443724
2016-10-01,1.74399736
2016-11-01,1.90220184
2016-12-01,2.2917332
2017-01-01,2.1027318
2017-02-01,1.94277371
2017-03-01,1.50314821
2017-04-01,1.71866969
2017-05-01,1.56480634
2017-06-01,0.95868776
2017-07-01,1.71215951
2017-08-01,1.65217832
2017-09-01,2.05780237
2017-10-01,1.95269933
2017-11-01,2.06917502
2017-12-01,2.82407476
2018-01-01,1.9048938
2018-02-01,2.13804094
2018-03-01,1.68874433
2018-04-01,1.84679022
2018-05-01,1.96778394
2018-06-01,1.59099529
2018-07-01,2.12308939
2018-08-01,2.12845808
2018-09-01,2.41001454
2018-10-01,2.21216657
2018-11-01,2.16701625
2018-12-01,1.98107002
2019-01-01,1.8039584
2019-02-01,1.78943106
2019-03-01,1.37532429
2019-04-01,2.0373803
2019-05-01,2.18513987
2019-06-01,1.60914045
2019-07-01,1.74765616
2019-08-01,1.71433646
2019-09-01,1.64492794
2019-10-01,1.72460183
2019-11-01,1.69729979
2019-12-01,1.70378442
2020-01-01,1.79710932
2020-02-01,1.64596366
2020-03-01,0.98707392
2020-04-01,-0.05035367
2020-05-01,-0.21879037
2020-06-01,0.51275711
2020-07-01,1.57200144
2020-08-01,1.67677177
2020-09-01,1.5827644
2020-10-01,1.39703767
2020-11-01,1.42002946
2020-12-01,1.64952129
2021-01-01,1.4460926
2021-02-01,1.67548668
2021-03-01,1.51383809
2021-04-01,1.75471736
2021-05-01,1.86820734
2021-06-01,2.05518859
2021-07-01,2.07311612
2021-08-01,2.46241259
2021-09-01,2.68413713
2021-10-01,1.85436755
2021-11-01,2.4798405
2021-12-01,2.62030861
2022-01-01,2.24175848
2022-02-01,2.62741883
2022-03-01,3.05769883
2022-04-01,3.39290341
2022-05-01,3.63465785
2022-06-01,4.22671337
2022-07-01,3.3092777
2022-08-01,3.37713165
2022-09-01,4.17914969
2022-10-01,2.88195932
2022-11-01,3.23904839
2022-12-01,2.86811918
2023-01-01,2.6790161
2023-02-01,2.61308946
2023-03-01,2.07325087
2023-04-01,2.65083257
2023-05-01,2.65363857
2023-06-01,1.36626254
2023-07-01,2.47431653
2023-08-01,2.60696893
2023-09-01,2.81243484
2023-10-01,2.76957367
2023-11-01,2.7911957
2023-12-01,3.09166499
2024-01-01,2.43193325
