DATE,T10YFF
2023-10-11,-0.75
2023-10-12,-0.63
2023-10-13,-0.7
2023-10-16,-0.62
2023-10-17,-0.5
2023-10-18,-0.42
2023-10-19,-0.35
2023-10-20,-0.4
2023-10-23,-0.47
2023-10-24,-0.5
2023-10-25,-0.38
2023-10-26,-0.47
2023-10-27,-0.49
2023-10-30,-0.45
2023-10-31,-0.45
2023-11-01,-0.56
2023-11-02,-0.66
2023-11-03,-0.76
2023-11-06,-0.66
2023-11-07,-0.75
2023-11-08,-0.84
2023-11-09,-0.71
2023-11-10,-0.72
2023-11-13,-0.7
2023-11-14,-0.89
2023-11-15,-0.8
2023-11-16,-0.88
2023-11-17,-0.89
2023-11-20,-0.91
2023-11-21,-0.92
2023-11-22,-0.91
2023-11-23,.
2023-11-24,-0.86
2023-11-27,-0.94
2023-11-28,-0.99
2023-11-29,-1.06
2023-11-30,-0.96
2023-12-01,-1.11
2023-12-04,-1.05
2023-12-05,-1.15
2023-12-06,-1.21
2023-12-07,-1.19
2023-12-08,-1.1
2023-12-11,-1.1
2023-12-12,-1.13
2023-12-13,-1.29
2023-12-14,-1.41
2023-12-15,-1.42
2023-12-18,-1.38
2023-12-19,-1.4
2023-12-20,-1.47
2023-12-21,-1.44
2023-12-22,-1.43
2023-12-25,.
2023-12-26,-1.44
2023-12-27,-1.54
2023-12-28,-1.49
2023-12-29,-1.45
2024-01-01,.
2024-01-02,-1.38
2024-01-03,-1.42
2024-01-04,-1.34
2024-01-05,-1.28
2024-01-08,-1.32
2024-01-09,-1.31
2024-01-10,-1.29
2024-01-11,-1.35
2024-01-12,-1.37
2024-01-15,.
2024-01-16,-1.26
2024-01-17,-1.23
2024-01-18,-1.19
2024-01-19,-1.18
2024-01-22,-1.22
2024-01-23,-1.19
2024-01-24,-1.15
2024-01-25,-1.19
2024-01-26,-1.18
2024-01-29,-1.25
2024-01-30,-1.27
2024-01-31,-1.34
2024-02-01,-1.46
2024-02-02,-1.3
2024-02-05,-1.16
2024-02-06,-1.24
2024-02-07,-1.24
2024-02-08,-1.18
2024-02-09,-1.16
2024-02-12,-1.16
2024-02-13,-1.02
2024-02-14,-1.06
2024-02-15,-1.09
