,market,idt,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc
10021,tr10yr,3/6/2014,3.0,0.00037,0.02431,-0.23064,0.45783,-0.0309,0.00098,0.02959,-5.0,0.02817,5.0,0.01769
10022,tr10yr,3/20/2014,3.0,0.00032,0.02416,-0.14875,0.3844,-0.03086,0.00055,0.02959,-5.0,0.02524,5.0,0.01934
10023,tr10yr,4/3/2014,3.0,0.00049,0.02454,-0.16879,0.47177,-0.03095,0.00062,0.03028,-5.0,0.02742,5.0,0.02047
10024,tr10yr,4/17/2014,3.0,0.00044,0.02321,-0.04736,0.47772,-0.02925,2e-05,0.02876,-5.0,0.01967,5.0,0.0183
10025,tr10yr,4/24/2014,3.0,0.00051,0.02262,-0.0735,0.48957,-0.02821,0.00029,0.02833,-5.0,0.01835,5.0,0.01607
10026,tr10yr,5/1/2014,3.0,0.00036,0.02355,-0.33776,0.4768,-0.0303,0.00162,0.02856,-5.0,0.02674,5.0,0.01211
10027,tr10yr,5/8/2014,3.0,0.00046,0.02252,-0.32594,0.39647,-0.02916,0.00167,0.02789,-5.0,0.0221,5.0,0.00933
10028,tr10yr,5/15/2014,3.0,0.00035,0.02389,-0.26921,0.39032,-0.03064,0.0013,0.0293,-5.0,0.02707,5.0,0.01467
10029,tr10yr,5/22/2014,3.0,0.00021,0.02326,-0.16703,0.39908,-0.0295,0.00046,0.02868,-5.0,0.02261,5.0,0.01493
10030,tr10yr,5/29/2014,3.0,0.00022,0.02434,-0.14171,0.33885,-0.0312,0.00048,0.03031,-5.0,0.02596,5.0,0.01906
10031,tr10yr,6/5/2014,3.0,0.00014,0.02423,-0.09335,0.38905,-0.0309,0.0005,0.03006,-5.0,0.02506,5.0,0.02004
10032,tr10yr,6/12/2014,3.0,0.00017,0.02268,-0.06607,0.46643,-0.02876,1e-05,0.02807,-5.0,0.01923,5.0,0.01573
10033,tr10yr,6/19/2014,3.0,0.00017,0.02205,-0.04612,0.51905,-0.02757,2e-05,0.02698,-5.0,0.01623,5.0,0.01489
10034,tr10yr,6/26/2014,3.0,0.0003,0.02274,-0.07609,0.53358,-0.02866,0.00058,0.02806,-5.0,0.01987,5.0,0.0164
10035,tr10yr,7/3/2014,3.0,0.00049,0.0217,-0.19942,0.6676,-0.02693,0.00062,0.02644,-5.0,0.01806,5.0,0.01157
10036,tr10yr,7/10/2014,3.0,0.00024,0.02319,-0.29408,0.37128,-0.02981,0.00112,0.02844,-5.0,0.02442,5.0,0.01146
10037,tr10yr,7/17/2014,3.0,0.00015,0.02263,-0.21655,0.45844,-0.02867,0.00077,0.02776,-5.0,0.02171,5.0,0.01228
10038,tr10yr,7/24/2014,3.0,3e-05,0.02315,-0.17176,0.36915,-0.02992,0.0008,0.0282,-5.0,0.02227,5.0,0.01452
10039,tr10yr,7/31/2014,3.0,0.00024,0.02401,-0.27021,0.5201,-0.03072,0.00122,0.02895,-5.0,0.02791,5.0,0.01584
10040,tr10yr,8/7/2014,3.0,2e-05,0.02447,-0.10595,0.43055,-0.03088,1e-05,0.03031,-5.0,0.02672,5.0,0.0213
10041,tr10yr,8/14/2014,3.0,1e-05,0.02428,-0.08705,0.49494,-0.03064,1e-05,0.02971,-5.0,0.02602,5.0,0.02121
10042,tr10yr,8/21/2014,3.0,6e-05,0.02411,-0.08917,0.48459,-0.03042,1e-05,0.02955,-5.0,0.02511,5.0,0.02014
10043,tr10yr,8/28/2014,3.0,7e-05,0.0241,-0.06615,0.44607,-0.03024,1e-05,0.02986,-5.0,0.02421,5.0,0.02065
10044,tr10yr,9/4/2014,3.0,0.0001,0.02427,-0.06297,0.48238,-0.0304,1e-05,0.02959,-5.0,0.02517,5.0,0.02151
10045,tr10yr,9/10/2014,3.0,0.00028,0.02461,-0.1393,0.48918,-0.03114,0.00052,0.03033,-5.0,0.02788,5.0,0.02187
10046,tr10yr,9/17/2014,3.0,0.00037,0.02424,-0.16944,0.50607,-0.03062,0.00055,0.02988,-5.0,0.02698,5.0,0.01972
10047,tr10yr,9/24/2014,3.0,0.00028,0.02382,-0.07297,0.49282,-0.02956,2e-05,0.02946,-5.0,0.0235,5.0,0.01981
10048,tr10yr,10/1/2014,3.0,0.00017,0.02501,0.03688,0.52863,-0.03095,2e-05,0.03087,-5.0,0.0258,5.0,0.02653
10049,tr10yr,10/8/2014,3.0,0.00025,0.02531,0.01939,0.54719,-0.03139,2e-05,0.03139,-5.0,0.02738,5.0,0.02747
10050,tr10yr,10/15/2014,3.0,-0.00021,0.03802,0.24617,0.47317,-0.04664,-0.0021,0.04809,-5.0,0.08478,5.0,0.09167
10051,tr10yr,10/22/2014,3.0,0.0002,0.03463,0.29118,0.36478,-0.04308,-0.00216,0.04455,-5.0,0.06692,5.0,0.07779
10052,tr10yr,10/29/2014,3.0,0.00115,0.03121,0.05113,0.35918,-0.03922,4e-05,0.03885,-5.0,0.05292,5.0,0.05416
10053,tr10yr,11/5/2014,3.0,-0.00013,0.02582,-0.05392,0.45944,-0.03287,1e-05,0.03177,-5.0,0.03132,5.0,0.02753
10054,tr10yr,11/12/2014,3.0,-0.00034,0.02566,0.10259,0.55068,-0.03225,-0.00085,0.03122,-5.0,0.02785,5.0,0.02942
10055,tr10yr,11/19/2014,3.0,-0.00022,0.02563,0.06319,0.65146,-0.03209,-0.00043,0.03111,-5.0,0.02881,5.0,0.02953
10056,tr10yr,11/26/2014,3.0,-0.00018,0.02603,0.08788,0.71621,-0.03244,-0.00045,0.03148,-5.0,0.03082,5.0,0.03095
10057,tr10yr,12/3/2014,3.0,-0.00016,0.02708,0.0806,0.60024,-0.03389,-0.00047,0.03288,-5.0,0.03476,5.0,0.03516
10058,tr10yr,12/10/2014,3.0,-0.00032,0.02717,0.18437,0.64072,-0.03397,-0.001,0.0335,-5.0,0.03351,5.0,0.0374
10059,tr10yr,12/17/2014,3.0,-0.00055,0.03015,0.3098,0.74913,-0.03746,-0.00213,0.03687,-5.0,0.04358,5.0,0.05248
10060,tr10yr,12/24/2014,3.0,2e-05,0.02904,0.0586,0.67373,-0.03623,-0.00055,0.03525,-5.0,0.04436,5.0,0.04366
10061,tr10yr,12/31/2014,3.0,0.00011,0.02775,0.05698,0.64473,-0.03402,-0.00058,0.03439,-5.0,0.03715,5.0,0.03849
10062,tr10yr,1/7/2015,3.0,-0.00033,0.0332,0.31057,0.78986,-0.04068,-0.00192,0.04086,-5.0,0.05857,5.0,0.06546
10063,tr10yr,1/14/2015,3.0,-6e-05,0.03421,0.21022,0.55397,-0.04228,-0.0014,0.04259,-5.0,0.06467,5.0,0.07146
10064,tr10yr,1/21/2015,3.0,0.00048,0.03493,0.05695,0.47917,-0.04305,2e-05,0.0436,-5.0,0.07053,5.0,0.07521
10065,tr10yr,1/28/2015,3.0,0.00067,0.03373,0.04962,0.55597,-0.04111,3e-05,0.04211,-5.0,0.06312,5.0,0.06811
10066,tr10yr,2/4/2015,3.0,-0.00034,0.02996,-0.00542,0.40653,-0.03793,-0.0004,0.03683,-5.0,0.05078,5.0,0.04672
10067,tr10yr,2/11/2015,3.0,-0.001,0.03036,0.25085,0.49098,-0.03878,-0.0021,0.03727,-5.0,0.04852,5.0,0.05086
10068,tr10yr,2/18/2015,3.0,-0.00085,0.03111,0.23527,0.51949,-0.03929,-0.00218,0.03822,-5.0,0.05246,5.0,0.05585
10069,tr10yr,2/25/2015,3.0,-0.0004,0.03002,0.09856,0.56385,-0.03753,-0.0009,0.03666,-5.0,0.04853,5.0,0.04803
10070,tr10yr,3/4/2015,3.0,-0.00026,0.03043,0.07634,0.40963,-0.03814,-0.00095,0.03779,-5.0,0.04999,5.0,0.05153
10071,tr10yr,3/11/2015,3.0,-0.00025,0.02957,0.09734,0.43979,-0.03737,-0.00099,0.03668,-5.0,0.04573,5.0,0.04812
10072,tr10yr,3/18/2015,3.0,-5e-05,0.02915,0.05111,0.39011,-0.03662,-0.00052,0.03658,-5.0,0.04434,5.0,0.04527
10073,tr10yr,3/25/2015,3.0,0.0,0.02909,0.07172,0.36073,-0.03649,-0.00055,0.03658,-5.0,0.04327,5.0,0.04517
10074,tr10yr,4/1/2015,3.0,4e-05,0.02898,0.09015,0.39377,-0.03613,-0.00058,0.03636,-5.0,0.04132,5.0,0.04476
10075,tr10yr,4/8/2015,3.0,0.00027,0.02595,0.0174,0.44147,-0.03234,2e-05,0.03228,-5.0,0.02939,5.0,0.03092
10077,tr10yr,4/22/2015,3.0,0.00048,0.02547,-0.01598,0.53234,-0.03125,2e-05,0.0315,-5.0,0.02768,5.0,0.02903
10078,tr10yr,4/29/2015,3.0,0.00094,0.02617,-0.08547,0.63036,-0.03202,0.00109,0.0327,-5.0,0.03122,5.0,0.02966
10079,tr10yr,5/6/2015,3.0,0.00045,0.02952,-0.37853,0.7501,-0.03717,0.00167,0.03576,-5.0,0.05196,5.0,0.03717
10080,tr10yr,5/13/2015,3.0,0.00051,0.02887,-0.39163,0.77837,-0.03625,0.00173,0.03495,-5.0,0.0496,5.0,0.03365
10081,tr10yr,5/20/2015,3.0,-7e-05,0.02964,-0.07977,0.54401,-0.03716,1e-05,0.03627,-5.0,0.04917,5.0,0.04453
10082,tr10yr,5/27/2015,3.0,-4e-05,0.02937,-0.07055,0.59626,-0.03675,1e-05,0.03596,-5.0,0.0486,5.0,0.04251
10083,tr10yr,6/3/2015,3.0,0.00054,0.03244,-0.33541,0.72479,-0.04063,0.00193,0.03918,-5.0,0.06487,5.0,0.05339
10084,tr10yr,6/10/2015,3.0,0.00045,0.03226,-0.26572,0.71877,-0.0405,0.00152,0.03912,-5.0,0.06365,5.0,0.05385
10085,tr10yr,6/17/2015,3.0,5e-05,0.0299,-0.019,0.69397,-0.03717,1e-05,0.03658,-5.0,0.0494,5.0,0.04649
10086,tr10yr,6/24/2015,3.0,7e-05,0.03083,0.0099,0.60567,-0.03822,2e-05,0.03767,-5.0,0.05351,5.0,0.05081
10087,tr10yr,7/1/2015,3.0,3e-05,0.03267,0.06374,0.54187,-0.04081,-0.00058,0.04022,-5.0,0.06079,5.0,0.06094
10088,tr10yr,7/8/2015,3.0,-3e-05,0.03301,0.1384,0.50863,-0.04068,-0.00128,0.04086,-5.0,0.06122,5.0,0.06405
10089,tr10yr,7/15/2015,3.0,0.00019,0.03025,0.11371,0.54986,-0.0372,-0.00069,0.03776,-5.0,0.04685,5.0,0.05055
10090,tr10yr,7/22/2015,3.0,0.00048,0.02694,0.01669,0.51894,-0.03339,2e-05,0.03359,-5.0,0.03324,5.0,0.03534
10091,tr10yr,7/29/2015,3.0,0.00064,0.02641,-0.01003,0.54528,-0.03281,3e-05,0.03323,-5.0,0.03107,5.0,0.03221
10092,tr10yr,8/5/2015,3.0,-0.0004,0.02711,0.04387,0.39715,-0.03459,-0.00082,0.03337,-5.0,0.03551,5.0,0.03422
10093,tr10yr,8/12/2015,3.0,-0.00033,0.02756,0.07765,0.47254,-0.03447,-0.00085,0.03412,-5.0,0.03653,5.0,0.03783
10094,tr10yr,8/19/2015,3.0,-0.00027,0.02699,0.06698,0.54136,-0.03393,-0.00088,0.03283,-5.0,0.03436,5.0,0.03487
10095,tr10yr,8/26/2015,3.0,-0.00036,0.03085,0.08945,0.56838,-0.03867,-0.00091,0.03775,-5.0,0.05365,5.0,0.05121
10096,tr10yr,9/2/2015,3.0,-0.00015,0.02936,0.02115,0.52822,-0.03714,-0.00047,0.03593,-5.0,0.04647,5.0,0.04438
10097,tr10yr,9/9/2015,3.0,0.0001,0.02847,-0.06575,0.58823,-0.03581,1e-05,0.03473,-5.0,0.04409,5.0,0.03944
10098,tr10yr,9/16/2015,3.0,0.0001,0.02869,-0.04025,0.48822,-0.03607,1e-05,0.03504,-5.0,0.04492,5.0,0.04076
10099,tr10yr,9/23/2015,3.0,1e-05,0.02726,0.06601,0.57991,-0.0336,-0.00055,0.03385,-5.0,0.03552,5.0,0.03652
