,market,idt,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc
10011,tr10yr,10/17/2013,6.0,0.00088,0.02821,-0.59321,0.79563,-0.0358,0.00305,0.03401,-5.0,0.05314,5.0,0.02285
10012,tr10yr,10/31/2013,6.0,0.00082,0.02595,-0.6318,1.01019,-0.03281,0.00323,0.0309,-5.0,0.04161,5.0,0.01495
10013,tr10yr,11/14/2013,6.0,0.00119,0.02547,-0.74692,1.03489,-0.03242,0.00431,0.03013,-5.0,0.04143,5.0,0.00986
10014,tr10yr,11/27/2013,6.0,0.00118,0.02737,-0.65517,0.76711,-0.03531,0.00417,0.03238,-5.0,0.05029,5.0,0.01704
10015,tr10yr,12/12/2013,6.0,0.0011,0.02775,-0.54148,0.47768,-0.03632,0.00359,0.03374,-5.0,0.04977,5.0,0.02075
10016,tr10yr,12/26/2013,6.0,0.00054,0.02572,-0.22769,0.33562,-0.03303,0.00116,0.03167,-5.0,0.03334,5.0,0.02269
10017,tr10yr,1/9/2014,6.0,0.00074,0.0239,-0.28146,0.52958,-0.03042,0.00133,0.0292,-5.0,0.02692,5.0,0.0156
10018,tr10yr,1/23/2014,6.0,0.00049,0.02569,-0.38039,0.34833,-0.03356,0.00195,0.03159,-5.0,0.03741,5.0,0.01689
10019,tr10yr,2/6/2014,6.0,0.00038,0.02592,-0.33437,0.45727,-0.03341,0.00165,0.03147,-5.0,0.03712,5.0,0.02074
10020,tr10yr,2/20/2014,6.0,0.00015,0.02395,-0.18763,0.3642,-0.03083,0.00089,0.02907,-5.0,0.02562,5.0,0.01653
