DATE,EXPINF5YR
1995-08-01,3.2087773
1995-09-01,3.1469164
1995-10-01,3.1003828
1995-11-01,3.0260705
1995-12-01,2.8396168
1996-01-01,2.9044142
1996-02-01,2.8735922
1996-03-01,2.9312469
1996-04-01,3.1386677
1996-05-01,3.2939379
1996-06-01,3.3792623
1996-07-01,3.2777951
1996-08-01,3.2714208
1996-09-01,3.3626417
1996-10-01,3.291125
1996-11-01,3.201551
1996-12-01,3.0469903
1997-01-01,3.2527803
1997-02-01,3.2410933
1997-03-01,3.2842784
1997-04-01,3.3945573
1997-05-01,3.3190744
1997-06-01,3.3073558
1997-07-01,3.2099577
1997-08-01,3.1359342
1997-09-01,3.1510133
1997-10-01,3.1114874
1997-11-01,3.0804703
1997-12-01,3.0051158
1998-01-01,2.9382678
1998-02-01,2.880843
1998-03-01,2.9492702
1998-04-01,2.9132183
1998-05-01,2.9397546
1998-06-01,2.8680824
1998-07-01,2.9067383
1998-08-01,2.8945642
1998-09-01,2.7051991
1998-10-01,2.3610562
1998-11-01,2.4871923
1998-12-01,2.4476835
1999-01-01,2.5374704
1999-02-01,2.5762176
1999-03-01,2.7759983
1999-04-01,2.7859107
1999-05-01,2.8328002
1999-06-01,2.8834057
1999-07-01,2.9953284
1999-08-01,3.0416531
1999-09-01,3.0610875
1999-10-01,3.116893
1999-11-01,3.1453348
1999-12-01,3.2277521
2000-01-01,3.2823419
2000-02-01,3.3621613
2000-03-01,3.3569548
2000-04-01,3.209133
2000-05-01,3.3170395
2000-06-01,3.3996781
2000-07-01,3.117007
2000-08-01,3.1030372
2000-09-01,3.0379651
2000-10-01,3.0050308
2000-11-01,2.9938058
2000-12-01,2.92333
2001-01-01,2.5494034
2001-02-01,2.621347
2001-03-01,2.4433275
2001-04-01,2.5638164
2001-05-01,2.7393712
2001-06-01,2.8132368
2001-07-01,2.7770899
2001-08-01,2.6512123
2001-09-01,2.7639095
2001-10-01,2.4540425
2001-11-01,2.3031101
2001-12-01,2.5981913
2002-01-01,2.690029
2002-02-01,2.598242
2002-03-01,2.5771039
2002-04-01,2.8771123
2002-05-01,2.726947
2002-06-01,2.6363852
2002-07-01,2.5567135
2002-08-01,2.2898134
2002-09-01,2.1123063
2002-10-01,2.0140466
2002-11-01,2.0833957
2002-12-01,2.1991385
2003-01-01,2.1398604
2003-02-01,2.1441728
2003-03-01,1.961785
2003-04-01,2.0118818
2003-05-01,1.9938746
2003-06-01,1.9096553
2003-07-01,1.8271572
2003-08-01,2.1533766
2003-09-01,2.2694506
2003-10-01,1.9707333
2003-11-01,2.1622536
2003-12-01,2.2638564
2004-01-01,2.1820702
2004-02-01,2.1503905
2004-03-01,2.0215474
2004-04-01,2.0143899
2004-05-01,2.346638
2004-06-01,2.4943283
2004-07-01,2.3982173
2004-08-01,2.3820341
2004-09-01,2.3099442
2004-10-01,2.248695
2004-11-01,2.2193785
2004-12-01,2.2120976
2005-01-01,2.272125
2005-02-01,2.2774428
2005-03-01,2.4031048
2005-04-01,2.4627918
2005-05-01,2.3666671
2005-06-01,2.2411759
2005-07-01,2.3035728
2005-08-01,2.4298717
2005-09-01,2.323965
2005-10-01,2.556126
2005-11-01,2.6116749
2005-12-01,2.6256415
2006-01-01,2.4179209
2006-02-01,2.4925589
2006-03-01,2.3740367
2006-04-01,2.6220555
2006-05-01,2.6766408
2006-06-01,2.6644275
2006-07-01,2.7219999
2006-08-01,2.6393349
2006-09-01,2.5251677
2006-10-01,2.4628321
2006-11-01,2.3106579
2006-12-01,2.2915076
2007-01-01,2.5310126
2007-02-01,2.5721237
2007-03-01,2.4818584
2007-04-01,2.4880411
2007-05-01,2.5464455
2007-06-01,2.7193803
2007-07-01,2.6195574
2007-08-01,2.4884813
2007-09-01,2.3982691
2007-10-01,2.3895245
2007-11-01,2.3891912
2007-12-01,2.1453352
2008-01-01,2.1512253
2008-02-01,2.0129504
2008-03-01,1.8505815
2008-04-01,1.9073272
2008-05-01,2.1396628
2008-06-01,2.2835338
2008-07-01,2.3433765
2008-08-01,2.3521255
2008-09-01,2.1877163
2008-10-01,1.9686992
2008-11-01,1.7893924
2008-12-01,1.3218537
2009-01-01,1.3752818
2009-02-01,1.4101179
2009-03-01,1.2759688
2009-04-01,1.5198782
2009-05-01,1.6751807
2009-06-01,1.8190876
2009-07-01,1.8791617
2009-08-01,1.9783579
2009-09-01,1.988202
2009-10-01,1.7989016
2009-11-01,1.8819046
2009-12-01,1.767798
2010-01-01,1.9320247
2010-02-01,1.8645258
2010-03-01,1.8811108
2010-04-01,1.897095
2010-05-01,1.856677
2010-06-01,1.6983544
2010-07-01,1.5125837
2010-08-01,1.5327991
2010-09-01,1.3628384
2010-10-01,1.4064908
2010-11-01,1.3817
2010-12-01,1.5370198
2011-01-01,1.8493193
2011-02-01,1.8901178
2011-03-01,1.9631042
2011-04-01,2.0073539
2011-05-01,1.9651925
2011-06-01,1.8123879
2011-07-01,1.9369166
2011-08-01,1.5890717
2011-09-01,1.3655802
2011-10-01,1.4432293
2011-11-01,1.4665774
2011-12-01,1.5221908
2012-01-01,1.455813
2012-02-01,1.406833
2012-03-01,1.4255371
2012-04-01,1.527704
2012-05-01,1.4303528
2012-06-01,1.2066404
2012-07-01,1.3280776
2012-08-01,1.3348091
2012-09-01,1.443758
2012-10-01,1.3814058
2012-11-01,1.4037991
2012-12-01,1.4588874
2013-01-01,1.3370393
2013-02-01,1.3922361
2013-03-01,1.231004
2013-04-01,1.3281382
2013-05-01,1.2491782
2013-06-01,1.4008832
2013-07-01,1.4426627
2013-08-01,1.6468685
2013-09-01,1.7968176
2013-10-01,1.5911875
2013-11-01,1.5695147
2013-12-01,1.6860486
2014-01-01,1.7153084
2014-02-01,1.632026
2014-03-01,1.5687767
2014-04-01,1.7415577
2014-05-01,1.748523
2014-06-01,1.684508
2014-07-01,1.7704087
2014-08-01,1.766452
2014-09-01,1.8315705
2014-10-01,1.7367613
2014-11-01,1.6543211
2014-12-01,1.7832413
2015-01-01,1.5049432
2015-02-01,1.2882705
2015-03-01,1.4951956
2015-04-01,1.5864912
2015-05-01,1.6757722
2015-06-01,1.7112977
2015-07-01,1.7693587
2015-08-01,1.6980816
2015-09-01,1.74063198
2015-10-01,1.579485
2015-11-01,1.6363077
2015-12-01,1.66549508
2016-01-01,1.70130035
2016-02-01,1.52606345
2016-03-01,1.43394055
2016-04-01,1.60102719
2016-05-01,1.62654651
2016-06-01,1.56184274
2016-07-01,1.50923924
2016-08-01,1.51843982
2016-09-01,1.64784373
2016-10-01,1.58977135
2016-11-01,1.65806018
2016-12-01,1.89000404
2017-01-01,1.8454627
2017-02-01,1.82718762
2017-03-01,1.75034457
2017-04-01,1.74714341
2017-05-01,1.71269334
2017-06-01,1.54109835
2017-07-01,1.73893855
2017-08-01,1.70005771
2017-09-01,1.77325229
2017-10-01,1.80800185
2017-11-01,1.85217904
2017-12-01,2.01718195
2018-01-01,1.86617639
2018-02-01,2.00534843
2018-03-01,1.86072811
2018-04-01,1.89293546
2018-05-01,2.00894606
2018-06-01,1.92400996
2018-07-01,2.03159462
2018-08-01,2.07519107
2018-09-01,2.10310861
2018-10-01,2.11263929
2018-11-01,2.09822052
2018-12-01,2.01953345
2019-01-01,1.87267231
2019-02-01,1.88227201
2019-03-01,1.570003
2019-04-01,1.69509441
2019-05-01,1.7638552
2019-06-01,1.54038275
2019-07-01,1.59047749
2019-08-01,1.56887016
2019-09-01,1.46482077
2019-10-01,1.54904817
2019-11-01,1.57873628
2019-12-01,1.61310184
2020-01-01,1.64111652
2020-02-01,1.51320566
2020-03-01,1.1211007
2020-04-01,0.88234276
2020-05-01,0.86493627
2020-06-01,1.01290639
2020-07-01,1.2377693
2020-08-01,1.23958067
2020-09-01,1.23631532
2020-10-01,1.20124146
2020-11-01,1.23965611
2020-12-01,1.30246527
2021-01-01,1.24288849
2021-02-01,1.31345304
2021-03-01,1.36586039
2021-04-01,1.47891829
2021-05-01,1.48598552
2021-06-01,1.52568217
2021-07-01,1.55335025
2021-08-01,1.54992943
2021-09-01,1.63260191
2021-10-01,1.51670347
2021-11-01,1.72679923
2021-12-01,1.7407948
2022-01-01,1.73444186
2022-02-01,1.89861214
2022-03-01,1.97801677
2022-04-01,2.26755868
2022-05-01,2.45008154
2022-06-01,2.5513544
2022-07-01,2.28813375
2022-08-01,2.1869859
2022-09-01,2.53306319
2022-10-01,2.40070757
2022-11-01,2.53058351
2022-12-01,2.26844917
2023-01-01,2.31430445
2023-02-01,2.13652091
2023-03-01,2.22638086
2023-04-01,2.13835537
2023-05-01,2.19228495
2023-06-01,1.66807333
2023-07-01,2.08637277
2023-08-01,2.1788282
2023-09-01,2.28083051
2023-10-01,2.4128972
2023-11-01,2.4352391
2023-12-01,2.36399899
2024-01-01,2.17791016
