,Date,Hurst Exponent,WM1NS,T10Y2Y,WM2NS,CPIAUCSL,T5YIE
394,2019-01-02,0.7294090889444064,3997.8,0.16,14529.5,252.561,1.49
395,2019-01-09,0.7345010043593245,3705.0,0.18,14533.9,252.561,1.68
396,2019-01-16,0.7327144876461733,3620.6,0.18,14485.4,252.561,1.64
397,2019-01-23,0.7354386945616137,3725.9,0.18,14393.7,252.561,1.64
398,2019-01-30,0.7346646944782526,3864.2,0.18,14324.5,253.319,1.68
399,2019-02-06,0.7341710387016387,3817.6,0.18,14389.3,253.319,1.71
400,2019-02-13,0.7204646145332332,3605.0,0.18,14393.8,253.319,1.76
401,2019-02-20,0.7148435210802664,3659.5,0.15,14393.7,253.319,1.79
402,2019-02-27,0.7117126947591617,3760.6,0.19,14373.7,254.277,1.84
403,2019-03-06,0.7103246020291609,3793.1,0.17,14519.1,254.277,1.81
404,2019-03-13,0.7090785701335096,3619.4,0.16,14561.9,254.277,1.84
405,2019-03-20,0.7094502814707517,3678.3,0.14,14571.7,254.277,1.88
406,2019-03-27,0.7092152777800621,3813.5,0.17,14532.7,255.233,1.74
407,2019-04-03,0.7089752831745766,3945.6,0.19,14652.3,255.233,1.81
408,2019-04-10,0.7083273329135769,3690.9,0.17,14700.3,255.233,1.83
409,2019-04-17,0.7082807086817916,3734.6,0.19,14722.7,255.233,1.84
410,2019-04-24,0.708366403658598,3862.5,0.21,14590.0,255.296,1.87
411,2019-05-01,0.7083757826626853,3986.0,0.21,14475.5,255.296,1.83
412,2019-05-08,0.7059709787018777,3716.7,0.19,14553.0,255.296,1.75
413,2019-05-15,0.6927565249312796,3642.0,0.21,14551.0,255.296,1.74
414,2019-05-22,0.6837292375170526,3767.0,0.16,14575.9,255.296,1.68
415,2019-05-29,0.6851473232382211,3918.4,0.16,14565.3,255.213,1.59
416,2019-06-05,0.7320470778735528,4001.2,0.29,14697.1,255.213,1.59
417,2019-06-12,0.7332910833779454,3696.4,0.25,14738.6,255.213,1.53
418,2019-06-19,0.7301695133511493,3750.9,0.29,14779.2,255.213,1.53
419,2019-06-26,0.7289074770996834,3852.4,0.28,14659.0,255.802,1.56
420,2019-07-03,0.7183920262531089,3977.7,0.19,14778.0,255.802,1.51
421,2019-07-10,0.701093886920085,3757.9,0.25,14854.4,255.802,1.59
422,2019-07-17,0.6852621557243224,3732.3,0.23,14810.0,255.802,1.6
423,2019-07-24,0.6634243341267277,3862.3,0.22,14777.7,255.802,1.59
424,2019-07-31,0.6690231696070833,4034.5,0.13,14789.1,256.036,1.56
425,2019-08-07,0.6800749197027445,3892.7,0.12,14923.6,256.036,1.38
426,2019-08-14,0.6252489615198031,3727.3,0.01,14906.6,256.036,1.36
427,2019-08-21,0.6332459893647214,3794.0,0.03,14893.2,256.036,1.34
428,2019-08-28,0.6404995390871007,3919.8,-0.03,14831.4,256.43,1.36
429,2019-09-04,0.6573481257394664,4054.4,0.04,14946.3,256.43,1.31
430,2019-09-11,0.6583067928660385,3770.2,0.07,14997.4,256.43,1.4
431,2019-09-18,0.662976519997978,3753.5,0.03,15002.7,256.43,1.4
432,2019-09-25,0.6628404044437564,3873.8,0.05,14933.2,257.155,1.41
433,2019-10-02,0.6607983662760827,4063.8,0.12,15012.9,257.155,1.29
434,2019-10-09,0.6679371433234207,3806.6,0.12,15113.9,257.155,1.24
435,2019-10-16,0.6651809369084634,3798.1,0.17,15125.5,257.155,1.35
436,2019-10-23,0.6614539930700545,3909.8,0.19,15116.7,257.155,1.52
437,2019-10-30,0.6555725847244082,4078.5,0.17,15077.4,257.879,1.47
438,2019-11-06,0.6518536196139105,4021.9,0.2,15219.6,257.879,1.57
439,2019-11-13,0.6509764980192332,3793.6,0.25,15222.3,257.879,1.58
440,2019-11-20,0.6525922936524776,3846.3,0.17,15281.7,257.879,1.51
441,2019-11-27,0.6485161268704913,4003.1,0.14,15231.3,258.63,1.54
442,2019-12-04,0.6484226430084111,4100.4,0.19,15326.6,258.63,1.54
443,2019-12-11,0.6537080696244898,3870.5,0.18,15336.8,258.63,1.6
444,2019-12-18,0.6615684586061895,3926.3,0.29,15427.8,258.63,1.68
445,2019-12-26,0.6596918696770919,4113.7,0.26,15440.9,258.906,1.66
446,2020-01-02,0.6680792662914841,4247.0,0.3,15452.4,258.906,1.72
447,2020-01-08,0.6731325027194389,3991.5,0.29,15484.9,258.906,1.68
448,2020-01-15,0.6767898229033652,3847.1,0.23,15452.8,258.906,1.67
449,2020-01-22,0.682370880637475,3943.5,0.24,15406.7,258.906,1.64
450,2020-01-29,0.6795251021570592,4060.2,0.18,15294.0,259.246,1.58
451,2020-02-05,0.6771888665889413,4156.5,0.22,15358.3,259.246,1.61
452,2020-02-12,0.6445358944421492,3839.2,0.18,15361.7,259.246,1.64
453,2020-02-19,0.6102795261988618,3857.6,0.14,15392.9,259.246,1.65
454,2020-02-26,0.5250318281591616,3948.7,0.17,15328.1,258.15,1.5
455,2020-03-05,0.6158127626783312,4078.4,0.33,15488.6,258.15,1.28
456,2020-03-11,0.5910006259473665,3940.5,0.32,15624.4,258.15,0.69
457,2020-03-18,0.6341620036318041,4055.1,0.64,15818.1,258.15,0.16
458,2020-03-25,0.6669416193719064,4374.7,0.54,16193.0,256.126,0.69
459,2020-04-01,0.6938156326488798,4772.3,0.39,16614.3,256.126,0.56
460,2020-04-08,0.7123745791166327,4607.1,0.5,16773.1,256.126,0.87
461,2020-04-15,0.7242061876517111,4620.4,0.43,16919.6,256.126,0.87
462,2020-04-22,0.7313013096554893,4879.4,0.41,17180.3,256.126,0.69
463,2020-04-29,0.7308188525108862,5108.9,0.43,17318.7,255.848,0.78
464,2020-05-06,0.7282459262989165,15940.7,0.55,17536.3,255.848,0.71
465,2020-05-20,0.7344694949365276,16208.0,0.52,17805.4,255.848,0.83
466,2020-05-27,0.7396865356533484,16179.4,0.49,17780.1,257.004,0.82
467,2020-06-03,0.7420996810927375,16326.6,0.58,17910.9,257.004,0.88
468,2020-06-10,0.7421901455064108,16448.6,0.58,18022.7,257.004,1.0
469,2020-06-17,0.7439433858678312,16548.8,0.55,18110.7,257.004,1.01
470,2020-06-24,0.7435616078179794,16546.1,0.5,18101.2,258.408,1.1
471,2020-07-01,0.7401714495190299,16610.0,0.52,18155.5,258.408,1.17
472,2020-07-08,0.7336463118131156,16803.7,0.51,18338.6,258.408,1.25
473,2020-07-15,0.7250554875034945,16817.7,0.48,18341.8,258.408,1.28
474,2020-07-22,0.7199372350090983,16739.8,0.46,18240.3,258.408,1.4
475,2020-07-29,0.7159297860527527,16620.0,0.46,18108.3,259.366,1.38
476,2020-08-05,0.7138721215375177,16747.8,0.44,18220.4,259.366,1.52
477,2020-08-12,0.6949381778902496,16822.4,0.53,18286.9,259.366,1.56
478,2020-08-19,0.6764040572910108,16905.6,0.54,18356.5,259.366,1.55
479,2020-08-26,0.6593147254822347,16813.4,0.53,18257.4,259.951,1.63
480,2020-09-02,0.6403691315256366,16944.9,0.52,18376.9,259.951,1.61
481,2020-09-09,0.6094736394949418,17092.7,0.57,18512.7,259.951,1.57
482,2020-09-17,0.5952055973624628,17180.7,0.56,18596.7,259.951,1.57
483,2020-09-23,0.6008004085745329,17144.1,0.54,18550.0,259.951,1.48
484,2020-09-30,0.6015644517853452,17098.6,0.56,18488.3,260.249,1.5
485,2020-10-07,0.6015579274192748,17252.8,0.65,18632.7,260.249,1.54
486,2020-10-14,0.5509667214846453,17270.2,0.59,18646.0,260.249,1.52
487,2020-10-21,0.5281223842007583,17333.0,0.69,18702.3,260.249,1.56
488,2020-10-28,0.5126391030244158,17279.3,0.63,18640.9,260.895,1.61
489,2020-11-04,0.5273223524220197,17479.7,0.64,18829.5,260.895,1.56
490,2020-11-11,0.5270824719590159,17558.3,.,18910.0,260.895,.
491,2020-11-18,0.5165579280010041,17649.5,0.72,18993.5,260.895,1.63
492,2020-11-25,0.5211470683590957,17635.1,0.71,18969.1,262.005,1.67
493,2020-12-02,0.5651032207432306,17729.5,0.79,19049.9,262.005,1.76
494,2020-12-09,0.5975541541288624,17845.8,0.79,19156.4,262.005,1.84
495,2020-12-16,0.5447851663376605,17906.5,0.79,19206.5,262.005,1.9
496,2020-12-23,0.5198986829502484,17966.4,0.83,19260.6,262.005,1.93
497,2020-12-30,0.5392292341069069,18000.0,0.81,19292.9,262.518,1.92
498,2021-01-06,0.5534849601895794,18075.5,0.9,19364.5,262.518,2.04
499,2021-01-13,0.5912344027907408,18128.2,0.96,19424.4,262.518,2.04
500,2021-01-20,0.6395714609956731,18106.4,0.97,19396.9,262.518,2.15
501,2021-01-27,0.6742195806301101,17995.8,0.92,19279.6,263.583,2.15
502,2021-02-03,0.6923379479892433,18112.0,1.04,19385.3,263.583,2.27
503,2021-02-10,0.6749179852447076,18143.9,1.04,19419.2,263.583,2.31
504,2021-02-17,0.6588273806272541,18263.9,1.18,19527.4,263.583,2.35
505,2021-02-24,0.6435908058072456,18283.7,1.26,19540.0,264.91,2.38
506,2021-03-03,0.6592701161316863,18384.1,1.33,19626.5,264.91,2.45
507,2021-03-10,0.654964685247239,18486.6,1.37,19719.1,264.91,2.47
508,2021-03-17,0.6444548060662254,18625.7,1.5,19857.7,264.91,2.58
509,2021-03-24,0.6332659357396159,18815.1,1.48,20036.8,264.91,2.53
510,2021-03-31,0.6163510058872248,18895.9,1.58,20112.1,266.752,2.54
511,2021-04-07,0.6067281637359316,19109.1,1.52,20315.8,266.752,2.53
512,2021-04-14,0.5936112041019083,19111.0,1.48,20305.0,266.752,2.56
513,2021-04-21,0.5833285165166552,19116.5,1.42,20298.4,266.752,2.53
514,2021-04-28,0.5994424626722356,18972.4,1.46,20144.9,268.452,2.54
515,2021-05-05,0.607322720341565,19104.0,1.43,20268.8,268.452,2.68
516,2021-05-12,0.5908706366983543,19189.5,1.53,20348.0,268.452,2.72
517,2021-05-19,0.6028550083527325,19254.1,1.52,20405.7,268.452,2.66
518,2021-05-26,0.6164136232540035,19086.0,1.44,20228.8,270.664,2.6
519,2021-06-02,0.6336108094234438,19135.8,1.46,20275.0,270.664,2.59
520,2021-06-09,0.6002561111903063,19282.1,1.34,20418.6,270.664,2.41
521,2021-06-16,0.5586443018434765,19371.6,1.36,20503.6,270.664,2.41
522,2021-06-23,0.514806521388256,19280.9,1.24,20409.9,270.664,2.49
523,2021-06-30,0.5521855033576308,19237.4,1.2,20362.7,271.994,2.47
524,2021-07-07,0.5772514242060833,19417.5,1.11,20539.2,271.994,2.43
525,2021-07-14,0.5913442874959945,19414.6,1.14,20534.6,271.994,2.53
526,2021-07-21,0.6126262263953199,19453.3,1.08,20564.5,271.994,2.45
527,2021-07-28,0.6361967135386778,19410.0,1.06,20517.1,272.789,2.57
528,2021-08-04,0.6529412522867156,19543.4,1.02,20643.9,272.789,2.5
529,2021-08-11,0.6301663071866597,19601.8,1.12,20701.4,272.789,2.55
530,2021-08-18,0.6028930792202278,19675.7,1.04,20771.9,272.789,2.48
531,2021-08-25,0.5773224391635345,19654.6,1.12,20747.2,273.887,2.51
532,2021-09-01,0.6019753856217226,19691.8,1.11,20779.0,273.887,2.48
533,2021-09-08,0.58768664238325,19834.8,1.13,20920.6,273.887,2.53
534,2021-09-15,0.580477042870692,19880.1,1.1,20965.0,273.887,2.51
535,2021-09-22,0.5743356329176357,19839.0,1.07,20921.6,273.887,2.41
536,2021-09-29,0.565696445285075,19749.7,1.25,20831.4,276.434,2.52
537,2021-10-06,0.5723393598709201,19956.3,1.23,21036.1,276.434,2.57
538,2021-10-13,0.5857331186327925,19979.4,1.19,21061.1,276.434,2.68
539,2021-10-20,0.5985929577396064,20059.3,1.25,21137.0,276.434,2.77
540,2021-10-27,0.6039088640909224,19950.6,1.04,21025.4,278.799,2.96
541,2021-11-03,0.6122460724487552,20098.7,1.13,21169.0,278.799,2.86
542,2021-11-10,0.5915327155244353,20180.9,1.05,21251.0,278.799,3.08
543,2021-11-17,0.5819284816477565,20250.4,1.08,21316.7,278.799,3.14
544,2021-11-24,0.6186024271580003,20280.1,1.0,21346.1,280.808,3.03
545,2021-12-01,0.6659152551233134,20307.5,0.87,21373.9,280.808,2.7
546,2021-12-08,0.653906392935399,20459.3,0.84,21516.6,280.808,2.88
547,2021-12-15,0.6292636442800673,20508.7,0.78,21571.3,280.808,2.67
548,2021-12-22,0.5933277797901896,20632.9,0.78,21697.7,280.808,2.7
549,2021-12-29,0.5442354976610262,20662.9,0.8,21741.8,282.39,2.83
550,2022-01-05,0.5314335553035658,20630.0,0.88,21718.2,282.39,2.87
551,2022-01-12,0.579756656863264,20633.2,0.82,21733.7,282.39,2.82
552,2022-01-19,0.6133865051956577,20615.7,0.79,21707.4,282.39,2.73
553,2022-01-26,0.6414182126994311,20444.2,0.72,21523.2,284.535,2.75
554,2022-02-02,0.6594558765422203,20433.2,0.62,21512.2,284.535,2.79
555,2022-02-09,0.62600073520863,20475.2,0.58,21549.8,284.535,2.78
556,2022-02-16,0.590307318361532,20497.9,0.51,21562.5,284.535,2.87
557,2022-02-23,0.5694954931652996,20509.8,0.41,21566.8,287.553,3.01
558,2022-03-02,0.601166723502294,20599.2,0.36,21651.9,287.553,3.23
559,2022-03-09,0.6017793980957129,20748.2,0.26,21805.5,287.553,3.33
560,2022-03-16,0.600096563702742,20801.6,0.24,21856.2,287.553,3.34
561,2022-03-23,0.5872389322882806,20802.9,0.19,21858.8,287.553,3.57
562,2022-03-30,0.5680586241165548,20795.4,0.04,21845.5,288.764,3.41
563,2022-04-06,0.5725968783986087,20941.0,0.11,21991.3,288.764,3.28
564,2022-04-13,0.5754946007183538,20934.4,0.33,21977.4,288.764,3.25
565,2022-04-20,0.6040075838965692,21015.5,0.25,22050.8,288.764,3.36
566,2022-04-27,0.6355229713934201,20591.8,0.24,21603.8,291.359,3.28
567,2022-05-04,0.6584185819660051,20609.6,0.27,21610.8,291.359,3.24
568,2022-05-11,0.6282412926635603,20548.6,0.25,21547.3,291.359,3.0
569,2022-05-18,0.6152367894177735,20576.8,0.21,21579.0,291.359,3.05
570,2022-05-25,0.6257851906091687,20520.0,0.27,21534.7,294.996,2.88
571,2022-06-01,0.6378068497864112,20499.8,0.28,21521.1,294.996,2.96
572,2022-06-08,0.6364077722199023,20596.4,0.25,21620.9,294.996,3.06
573,2022-06-15,0.629892105916554,20567.0,0.13,21595.4,294.996,3.0
574,2022-06-22,0.6235991762111042,20516.5,0.1,21552.8,294.996,2.74
575,2022-06-29,0.6135530635039403,20479.8,0.04,21527.4,294.977,2.59
576,2022-07-06,0.5900316714688052,20565.8,-0.04,21626.8,294.977,2.48
577,2022-07-13,0.5790484830690417,20515.3,-0.22,21594.1,294.977,2.51
578,2022-07-20,0.584267046291756,20477.5,-0.21,21572.1,294.977,2.67
579,2022-07-27,0.5870415403454828,20414.5,-0.18,21525.3,295.209,2.61
580,2022-08-03,0.60567041261761,20476.9,-0.37,21595.9,295.209,2.72
581,2022-08-10,0.6261107946191704,20455.5,-0.45,21583.2,295.209,2.61
582,2022-08-17,0.6469961359534271,20453.3,-0.39,21599.5,295.209,2.65
583,2022-08-24,0.6603920134024284,20378.1,-0.25,21544.6,295.209,2.79
584,2022-08-31,0.671196064873371,20296.2,-0.3,21479.0,296.341,2.58
585,2022-09-07,0.6829719574511197,20347.8,-0.18,21543.1,296.341,2.51
586,2022-09-14,0.6951339913522276,20327.0,-0.37,21543.3,296.341,2.62
587,2022-09-21,0.7049589306963981,20266.3,-0.51,21491.8,296.341,2.47
588,2022-09-28,0.7124257999499066,20122.4,-0.35,21363.1,297.863,2.37
589,2022-10-05,0.7167078792763762,20172.7,-0.39,21438.2,297.863,2.26
590,2022-10-12,0.7185608809467819,20099.4,-0.37,21397.1,297.863,2.32
591,2022-10-19,0.7192443966470758,20127.0,-0.41,21450.9,297.863,2.46
592,2022-10-26,0.7187913998958525,19963.7,-0.35,21315.2,298.648,2.56
593,2022-11-02,0.7190304790362911,19999.0,-0.51,21371.1,298.648,2.68
594,2022-11-09,0.7179597433981362,20000.1,-0.49,21399.5,298.648,2.53
595,2022-11-16,0.7246774507604105,19993.5,-0.68,21408.2,298.648,2.35
596,2022-11-23,0.7255163577545084,19968.0,-0.75,21412.8,298.648,2.33
597,2022-11-30,0.7227000212892383,19905.1,-0.7,21373.2,298.812,2.41
598,2022-12-07,0.7096324618524499,19951.8,-0.84,21442.4,298.812,2.33
599,2022-12-14,0.7140351566594346,19916.7,-0.74,21438.7,298.812,2.25
600,2022-12-21,0.7229793474485993,19897.9,-0.53,21453.1,298.812,2.31
601,2022-12-28,0.7269769352003399,19845.2,-0.43,21428.3,300.356,2.33
602,2023-01-04,0.7283696514815032,19778.7,-0.67,21396.3,300.356,2.21
603,2023-01-11,0.7286409563484892,19776.1,-0.66,21449.0,300.356,2.21
604,2023-01-18,0.7280677713264108,19661.2,-0.69,21360.1,300.356,2.09
605,2023-01-25,0.7226830977545934,19493.5,-0.65,21213.6,301.509,2.28
606,2023-02-01,0.716220631337439,19379.8,-0.7,21121.6,301.509,2.29
607,2023-02-08,0.7200334414038395,19414.9,-0.82,21191.1,301.509,2.46
608,2023-02-15,0.7248772482245127,19325.8,-0.81,21124.5,301.509,2.51
609,2023-02-22,0.7279073135316922,19285.8,-0.73,21117.5,301.744,2.52
610,2023-03-08,0.7293799559727988,19269.9,-1.07,21161.8,301.744,2.47
611,2023-03-15,0.7293696025675488,19233.1,-0.42,21157.4,301.744,2.33
612,2023-03-22,0.728683294231852,19052.0,-0.48,21020.5,301.744,2.31
613,2023-03-29,0.7369002768802873,18884.2,-0.51,20897.5,303.032,2.38
614,2023-04-05,0.7488860694500944,18895.5,-0.49,20952.4,303.032,2.29
615,2023-04-12,0.7577347616607908,18951.9,-0.54,21050.4,303.032,2.29
616,2023-04-19,0.7594048642907308,18850.6,-0.64,20971.6,303.032,2.33
617,2023-04-26,0.7598781430782617,18565.2,-0.47,20691.1,303.365,2.26
618,2023-05-03,0.7565631620030743,18508.4,-0.51,20653.9,303.365,2.19
619,2023-05-10,0.7550153170942214,18527.8,-0.47,20717.3,303.365,2.13
620,2023-05-17,0.7516706875963753,18493.2,-0.55,20711.9,303.365,2.16
621,2023-05-24,0.7450341862469261,18445.7,-0.58,20700.8,303.365,2.14
622,2023-05-31,0.7365686140426091,18477.9,-0.76,20756.4,304.003,2.07
623,2023-06-07,0.7295632126957665,18564.0,-0.77,20862.5,304.003,2.15
624,2023-06-14,0.7247900012662895,18465.1,-0.91,20787.8,304.003,2.15
625,2023-06-21,0.7206709044594363,18417.6,-0.96,20755.9,304.003,2.15
626,2023-06-28,0.7201500808042027,18333.0,-1.0,20683.2,304.628,2.12
627,2023-07-05,0.7243075428819941,18414.0,-0.99,20780.5,304.628,2.2
628,2023-07-12,0.7300525466611679,18402.1,-0.86,20793.4,304.628,2.18
629,2023-07-19,0.734616465507657,18378.3,-0.99,20783.7,304.628,2.13
630,2023-07-26,0.7424363120199332,18249.4,-0.96,20672.5,306.187,2.24
631,2023-08-02,0.7499999841016902,18281.2,-0.8,20717.1,306.187,2.25
632,2023-08-09,0.7546675998837502,18312.4,-0.79,20771.3,306.187,2.23
633,2023-08-16,0.7517969783083305,18274.0,-0.69,20750.0,306.187,2.23
634,2023-08-23,0.7502809841431357,18192.7,-0.76,20690.0,306.187,2.26
635,2023-08-30,0.7492894397771116,18151.3,-0.78,20662.8,307.288,2.16
636,2023-09-06,0.7474666898386205,18222.4,-0.71,20747.5,307.288,2.23
637,2023-09-07,0.74506359497558,18222.4,-0.67,20747.5,307.288,2.24
638,2023-09-13,0.7403938089361012,18197.8,-0.71,20743.7,307.288,2.28
639,2023-09-20,0.7318503924136746,18155.3,-0.77,20714.1,307.288,2.27
640,2023-09-27,0.7228726284533186,18037.0,-0.49,20609.8,307.531,2.23
641,2023-10-04,0.7126713067397132,18122.8,-0.32,20706.0,307.531,2.18
642,2023-10-11,0.6991436769085129,18093.5,-0.41,20705.1,307.531,2.2
643,2023-10-18,0.6885925434026139,18127.8,-0.28,20760.5,307.531,2.35
644,2023-10-25,0.6835722083951219,17953.5,-0.13,20601.5,308.024,2.4
645,2023-11-01,0.6855218979804781,17937.3,-0.18,20600.9,308.024,2.36
646,2023-11-08,0.6826436045918783,18022.8,-0.44,20718.8,308.024,2.29
647,2023-11-15,0.675779916109427,18013.7,-0.37,20721.7,308.024,2.24
648,2023-11-22,0.6706278803390965,18048.5,-0.47,20776.5,308.024,2.21
649,2023-11-29,0.6975349665618467,18024.2,-0.37,20770.2,308.742,2.14
650,2023-12-06,0.6979376461908762,18122.8,-0.48,20873.1,308.742,2.05
651,2023-12-13,0.6975368121252149,18094.0,-0.42,20871.1,308.742,2.08
652,2023-12-20,0.7161227051815855,18160.0,-0.48,20946.9,308.742,2.16
653,2023-12-27,0.7184659804476097,18172.2,-0.41,20975.2,309.685,2.12
654,2024-01-03,0.7234275356313359,18139.5,.,20959.2,309.685,.
655,2024-01-10,0.7291496704637891,18139.5,.,20959.2,309.685,.
