idt,market,idt_price,maturity_target,maturity_date,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc,maturity_date_price,maturity_date_return,risk_free_rate
2014-12-10,sp6m,2026.1400146484373,6.0,2015-06-10,-0.00381,0.12339,-1.21487,2.35144,-0.16256,0.01818,0.12561,-20.0,0.07232,20.0,0.01093,2105.199951171875,0.03827793895644092,0.01014889156509222
2014-12-17,sp6m,2012.8900146484373,6.0,2015-06-17,-0.00441,0.13638,-1.36014,2.67224,-0.1853,0.02505,0.13268,-20.0,0.08962,20.0,0.01513,2100.43994140625,0.04257531106276636,0.01014889156509222
2014-12-24,sp6m,2081.8798828125,6.0,2015-06-24,-0.00321,0.11562,-1.32289,2.93784,-0.1493,0.01756,0.11607,-20.0,0.06331,20.0,0.00719,2108.580078125,0.01274349684557094,0.010049875621120889
2014-12-31,sp6m,2058.89990234375,6.0,2015-06-30,-0.00306,0.12154,-1.26904,2.67006,-0.15836,0.01832,0.12345,-20.0,0.06936,20.0,0.01066,2063.110107421875,0.0020427929734524656,0.01019803902718557
2015-01-07,sp6m,2025.9000244140625,6.0,2015-07-07,-0.00241,0.12769,-1.36627,3.0028,-0.16505,0.02195,0.12776,-20.0,0.07574,20.0,0.01298,2081.340087890625,0.02699790096506084,0.01014889156509222
2015-01-14,sp6m,2011.27001953125,6.0,2015-07-14,-0.00108,0.13463,-1.48297,3.24039,-0.17439,0.02762,0.13147,-20.0,0.08337,20.0,0.01436,2108.949951171875,0.04742379709378782,0.01019803902718557
2015-01-21,sp6m,2032.1199951171875,6.0,2015-07-21,0.00023,0.12678,-1.53577,3.61319,-0.16006,0.02682,0.12489,-20.0,0.0735,20.0,0.00941,2119.2099609375,0.04196377860596616,0.01014889156509222
2015-01-28,sp6m,2002.1600341796875,6.0,2015-07-28,0.00019,0.12533,-1.32974,2.92426,-0.15874,0.02303,0.12931,-20.0,0.07032,20.0,0.01277,2093.25,0.04449126725148818,0.010099504938362078
2015-02-04,sp6m,2041.510009765625,6.0,2015-08-04,0.00113,0.12097,-1.44475,3.35135,-0.15217,0.02505,0.1229,-20.0,0.06655,20.0,0.00837,2093.320068359375,0.02506162011284454,0.010049875621120889
2015-02-11,sp6m,2068.530029296875,6.0,2015-08-11,-0.0049,0.1283,-1.51635,3.33889,-0.1697,0.02374,0.12044,-20.0,0.07966,20.0,0.00716,2084.070068359375,0.007484521138825275,0.010049875621120889
2015-02-18,sp6m,2099.679931640625,6.0,2015-08-18,-0.0048,0.12015,-1.49829,3.47932,-0.15667,0.02009,0.11442,-20.0,0.07047,20.0,0.00567,2096.919921875,-0.0013153554114771863,0.010099504938362078
2015-02-25,sp6m,2113.860107421875,6.0,2015-08-25,-0.0035,0.1116,-1.53064,3.8188,-0.14057,0.01837,0.10777,-20.0,0.05924,20.0,0.00357,1867.6099853515625,-0.1238561801848538,0.010099504938362078
2015-03-04,sp6m,2098.530029296875,6.0,2015-09-04,-0.00325,0.11248,-1.52325,3.60087,-0.1453,0.02048,0.10793,-20.0,0.06214,20.0,0.0031,1921.219970703125,-0.08827672791008545,0.010049875621120889
2015-03-11,sp6m,2040.239990234375,6.0,2015-09-11,-0.00389,0.12185,-1.35179,2.80177,-0.16136,0.02086,0.11969,-20.0,0.07216,20.0,0.00745,1961.050048828125,-0.039587374225128674,0.01014889156509222
2015-03-18,sp6m,2099.5,6.0,2015-09-18,-0.00259,0.11523,-1.52246,3.30211,-0.15241,0.02345,0.10965,-20.0,0.06819,20.0,0.00304,1958.030029296875,-0.06976034043185055,0.01014889156509222
2015-03-25,sp6m,2061.050048828125,6.0,2015-09-25,-0.00341,0.11873,-1.28999,2.54712,-0.15812,0.0199,0.11837,-20.0,0.06932,20.0,0.00707,1931.3399658203125,-0.06500154055044316,0.01019803902718557
2015-04-01,sp6m,2059.68994140625,6.0,2015-10-01,-0.00257,0.12142,-1.40164,2.72065,-0.16474,0.0248,0.11757,-20.0,0.07536,20.0,0.00571,1923.8199462890625,-0.06824269273816883,0.01014889156509222
2015-04-08,sp6m,2081.89990234375,6.0,2015-10-08,-0.00146,0.11332,-1.45035,2.95424,-0.1512,0.02441,0.1099,-20.0,0.06607,20.0,0.00288,2013.4300537109373,-0.0334411293449328,0.01014889156509222
2015-04-15,sp6m,2106.6298828125,6.0,2015-10-15,-0.00138,0.10511,-1.37856,2.9841,-0.13631,0.01973,0.10492,-20.0,0.05382,20.0,0.00238,2023.8599853515625,-0.04008288681342597,0.010099504938362078
2015-04-22,sp6m,2107.9599609375,6.0,2015-10-22,-0.00121,0.1034,-1.39456,3.0587,-0.13336,0.01922,0.10334,-20.0,0.05261,20.0,0.00221,2052.510009765625,-0.026657197438406294,0.01014889156509222
2015-04-29,sp6m,2106.85009765625,6.0,2015-10-29,0.00752,0.10135,-1.54426,3.61914,-0.12128,0.02917,0.10684,-20.0,0.04827,20.0,0.00196,2089.409912109375,-0.00831229996441321,0.010049875621120889
2015-05-06,sp6m,2080.14990234375,6.0,2015-11-06,-0.00047,0.11149,-1.33836,2.61874,-0.14794,0.02278,0.11201,-20.0,0.06224,20.0,0.00406,2099.199951171875,0.009116336956366407,0.010099504938362078
2015-05-13,sp6m,2098.47998046875,6.0,2015-11-13,-0.00637,0.11626,-1.32856,2.54155,-0.1603,0.01781,0.11101,-20.0,0.07098,20.0,0.00449,2023.0400390625,-0.03661191390777894,0.010099504938362078
2015-05-20,sp6m,2125.85009765625,6.0,2015-11-20,-0.00488,0.10838,-1.39145,2.92435,-0.14531,0.01769,0.10399,-20.0,0.0602,20.0,0.00237,2089.169921875,-0.017404947817009776,0.010099504938362078
2015-05-27,sp6m,2123.47998046875,6.0,2015-11-27,0.00518,0.1068,-1.50281,3.20188,-0.13554,0.02953,0.10916,-20.0,0.05625,20.0,0.00246,2090.110107421875,-0.015839495550088234,0.010049875621120889
2015-06-03,sp6m,2114.070068359375,6.0,2015-12-03,-0.00405,0.10851,-1.40061,2.86662,-0.14605,0.01911,0.10431,-20.0,0.06101,20.0,0.00211,2049.6201171875,-0.030960564528537335,0.010099504938362078
2015-06-10,sp6m,2105.199951171875,6.0,2015-12-10,-0.00493,0.11031,-1.34572,2.65323,-0.14975,0.01775,0.10661,-20.0,0.06403,20.0,0.00305,2052.22998046875,-0.025483454023154703,0.010099504938362078
2015-06-17,sp6m,2100.43994140625,6.0,2015-12-17,-0.004,0.11123,-1.33128,2.64665,-0.1495,0.01853,0.10904,-20.0,0.06347,20.0,0.00367,2041.8900146484373,-0.02827096198657324,0.010049875621120889
2015-06-24,sp6m,2108.580078125,6.0,2015-12-24,-0.00402,0.10621,-1.29376,2.56133,-0.14249,0.01666,0.10509,-20.0,0.05759,20.0,0.00277,2060.989990234375,-0.02282832705575399,0.010049875621120889
2015-07-01,sp6m,2077.419921875,6.0,2016-01-04,-0.00275,0.11361,-1.30195,2.5523,-0.15238,0.02019,0.11308,-20.0,0.06411,20.0,0.00469,2012.6600341796875,-0.03166945433906359,0.010049875621120889
2015-07-08,sp6m,2046.6800537109373,6.0,2016-01-08,-0.00288,0.12267,-1.3404,2.6111,-0.16501,0.02248,0.12101,-20.0,0.07533,20.0,0.00805,1922.030029296875,-0.06283705996080567,0.010099504938362078
2015-07-15,sp6m,2107.39990234375,6.0,2016-01-15,-0.00187,0.10405,-1.41539,2.94046,-0.13806,0.02061,0.10151,-20.0,0.05502,20.0,0.00155,1880.3299560546875,-0.11400764386184183,0.010099504938362078
2015-07-22,sp6m,2114.14990234375,6.0,2016-01-22,-0.00126,0.09904,-1.38662,2.95354,-0.12901,0.01867,0.09847,-20.0,0.04864,20.0,0.00127,1906.9000244140625,-0.10317389461216427,0.01019803902718557
2015-07-29,sp6m,2108.570068359375,6.0,2016-01-29,0.0073,0.10029,-1.43125,3.05895,-0.12311,0.02857,0.10692,-20.0,0.04717,20.0,0.00202,1940.239990234375,-0.08319835329916635,0.010295630140987
2015-08-05,sp6m,2099.840087890625,6.0,2016-02-05,-0.0009,0.09854,-1.32619,2.63905,-0.12989,0.01904,0.09934,-20.0,0.04897,20.0,0.00138,1880.050048828125,-0.11056279500181782,0.010392304845413265
2015-08-12,sp6m,2086.050048828125,6.0,2016-02-12,0.0047,0.12043,-1.59432,2.99579,-0.16567,0.03644,0.1157,-20.0,0.07908,20.0,0.00326,1864.780029296875,-0.11212924963576429,0.010488088481701517
2015-08-19,sp6m,2079.610107421875,6.0,2016-02-19,-0.00418,0.11573,-1.39033,2.5773,-0.16,0.02257,0.10991,-20.0,0.07158,20.0,0.00293,1917.780029296875,-0.08101214544432507,0.010246950765959599
2015-08-26,sp6m,1940.510009765625,6.0,2016-02-26,-0.0047,0.15525,-1.52917,3.20433,-0.2106,0.03361,0.14424,-20.0,0.10673,20.0,0.02323,1948.050048828125,0.003878067150148528,0.010295630140987
2015-09-02,sp6m,1948.8599853515625,6.0,2016-03-02,0.00494,0.16213,-1.57543,3.2933,-0.21327,0.04441,0.1585,-20.0,0.10785,20.0,0.03734,1986.449951171875,0.01910452275792868,0.01014889156509222
2015-09-09,sp6m,1942.0400390625,6.0,2016-03-09,-0.00229,0.15964,-1.31326,2.59948,-0.20741,0.03011,0.16067,-20.0,0.10542,20.0,0.04031,1989.260009765625,0.02402372809876272,0.01014889156509222
2015-09-16,sp6m,1995.31005859375,6.0,2016-03-16,-0.00396,0.14005,-1.44326,3.03046,-0.1869,0.02636,0.13463,-20.0,0.09129,20.0,0.0164,2027.219970703125,0.015865925801900264,0.010295630140987
2015-09-23,sp6m,1938.760009765625,6.0,2016-03-23,-0.00361,0.14622,-1.36396,2.61268,-0.1972,0.02864,0.14243,-20.0,0.09821,20.0,0.02201,2036.7099609375,0.04928714321061886,0.010049875621120889
2015-09-30,sp6m,1920.030029296875,6.0,2016-03-30,-0.00421,0.1528,-1.34039,2.46589,-0.20974,0.03013,0.14858,-20.0,0.10669,20.0,0.02795,2063.949951171875,0.07228077268590702,0.0099498743710662
2015-10-07,sp6m,1995.8299560546875,6.0,2016-04-07,-0.00159,0.13186,-1.42633,2.96108,-0.17445,0.0271,0.12942,-20.0,0.08254,20.0,0.01162,2041.9100341796875,0.022825679170590762,0.01
2015-10-14,sp6m,1994.239990234375,6.0,2016-04-14,0.00718,0.12757,-1.44754,2.92724,-0.1614,0.03616,0.13233,-20.0,0.07494,20.0,0.0114,2082.780029296875,0.04344053338534296,0.01
2015-10-21,sp6m,2018.93994140625,6.0,2016-04-21,-0.00144,0.11674,-1.34504,2.90764,-0.15035,0.02061,0.11778,-20.0,0.06411,20.0,0.00684,2091.47998046875,0.03529934781590688,0.010049875621120889
2015-10-28,sp6m,2090.35009765625,6.0,2016-04-28,-0.00029,0.11191,-1.52193,3.50392,-0.14308,0.02361,0.10969,-20.0,0.0619,20.0,0.00348,2075.81005859375,-0.00698009560448595,0.01019803902718557
2015-11-04,sp6m,2102.31005859375,6.0,2016-05-04,0.00039,0.10998,-1.46706,3.38474,-0.13921,0.02261,0.11023,-20.0,0.05798,20.0,0.0036,2051.1201171875,-0.02465072548681641,0.010246950765959599
2015-11-11,sp6m,2075.0,6.0,2016-05-11,-0.00431,0.12471,-1.51427,3.23367,-0.16714,0.02419,0.11678,-20.0,0.07787,20.0,0.00547,2064.4599609375,-0.0050924815991357985,0.010246950765959599
2015-11-18,sp6m,2083.580078125,6.0,2016-05-18,0.00631,0.12402,-1.58935,3.54284,-0.15557,0.03545,0.12491,-20.0,0.07164,20.0,0.00743,2047.6300048828125,-0.01740457638937315,0.010583005244258363
2015-11-25,sp6m,2088.8701171875,6.0,2016-05-25,-0.00366,0.12504,-1.44391,3.09096,-0.16576,0.02296,0.12038,-20.0,0.0762,20.0,0.00761,2090.5400390625,0.0007991184887030434,0.010908712114635715
2015-12-02,sp6m,2079.510009765625,6.0,2016-06-02,-0.00297,0.12488,-1.3798,2.80133,-0.16666,0.02379,0.12215,-20.0,0.07592,20.0,0.00789,2105.260009765625,0.012306685851383791,0.011000000000000001
2015-12-09,sp6m,2047.6199951171875,6.0,2016-06-09,-0.00207,0.13148,-1.47666,3.11169,-0.17443,0.02721,0.1271,-20.0,0.08309,20.0,0.01047,2115.47998046875,0.032603587169294915,0.011224972160321825
2015-12-16,sp6m,2073.070068359375,6.0,2016-06-16,-0.0009,0.1303,-1.65844,3.8418,-0.16928,0.0299,0.12206,-20.0,0.08116,20.0,0.00723,2077.989990234375,0.0023704423011496707,0.011269427669584643
2015-12-23,sp6m,2064.2900390625,6.0,2016-06-23,-0.00151,0.12646,-1.46114,3.06371,-0.16674,0.02651,0.12288,-20.0,0.0777,20.0,0.00814,2113.320068359375,0.023473842411257072,0.01095445115010332
2015-12-31,sp6m,2043.93994140625,6.0,2016-06-30,-0.00177,0.127,-1.39161,2.90492,-0.16637,0.0248,0.12584,-20.0,0.07684,20.0,0.01046,2098.860107421875,0.026515102331172262,0.010770329614269008
2016-01-06,sp6m,1990.260009765625,6.0,2016-07-06,-0.0014,0.13894,-1.36114,2.5901,-0.18736,0.0294,0.13734,-20.0,0.0914,20.0,0.01747,2099.72998046875,0.05354346735795387,0.011000000000000001
2016-01-13,sp6m,1890.280029296875,6.0,2016-07-13,-0.00154,0.15183,-1.27295,2.43872,-0.20027,0.02865,0.15435,-20.0,0.1002,20.0,0.03558,2152.429931640625,0.1298724229610431,0.01104536101718726
2016-01-20,sp6m,1859.3299560546875,6.0,2016-07-20,0.00125,0.16551,-1.41742,2.93232,-0.21697,0.03893,0.16526,-20.0,0.11126,20.0,0.04627,2173.02001953125,0.15590172994233423,0.011224972160321825
2016-01-27,sp6m,1882.949951171875,6.0,2016-07-27,-0.00038,0.15091,-1.32184,2.61883,-0.1979,0.02956,0.1535,-20.0,0.09877,20.0,0.03407,2166.580078125,0.14031025347412096,0.011489125293076058
2016-02-03,sp6m,1912.530029296875,6.0,2016-08-03,0.00128,0.14905,-1.38114,2.59484,-0.19982,0.03626,0.14872,-20.0,0.09992,20.0,0.02625,2163.7900390625,0.12343434362583475,0.011532562594670797
2016-02-11,sp6m,1829.0799560546875,6.0,2016-08-11,-0.00911,0.17002,-1.2976,2.26461,-0.23852,0.02816,0.16302,-20.0,0.12518,20.0,0.04413,2185.7900390625,0.17816425296233673,0.01131370849898476
2016-02-18,sp6m,1917.8299560546875,6.0,2016-08-18,-0.00628,0.15663,-1.4181,2.671,-0.21801,0.03104,0.14714,-20.0,0.11187,20.0,0.02534,2187.02001953125,0.13134557990556658,0.01140175425099138
2016-02-24,sp6m,1929.800048828125,6.0,2016-08-24,-0.00529,0.15109,-1.52438,2.98051,-0.21166,0.03239,0.13843,-20.0,0.10724,20.0,0.01781,2175.43994140625,0.11981452009104739,0.011532562594670797
2016-03-02,sp6m,1986.449951171875,6.0,2016-09-02,0.00873,0.13443,-1.74252,3.8756,-0.1712,0.04423,0.1304,-20.0,0.08384,20.0,0.00829,2179.97998046875,0.09296659200926594,0.01161895003862225
2016-03-09,sp6m,1989.260009765625,6.0,2016-09-09,-0.00172,0.13796,-1.51019,3.06917,-0.18598,0.03282,0.13051,-20.0,0.09045,20.0,0.01065,2127.81005859375,0.06733059412374055,0.01140175425099138
2016-03-16,sp6m,2027.219970703125,6.0,2016-09-16,-0.00053,0.12773,-1.57105,3.3177,-0.17081,0.03172,0.12041,-20.0,0.08077,20.0,0.00546,2139.159912109375,0.053747805616195,0.011445523142259597
2016-03-23,sp6m,2036.7099609375,6.0,2016-09-23,-0.00076,0.12234,-1.51021,3.2473,-0.16132,0.02792,0.11796,-20.0,0.07317,20.0,0.00519,2164.68994140625,0.06094139536168831,0.01140175425099138
2016-03-30,sp6m,2063.949951171875,6.0,2016-09-30,-0.00136,0.11306,-1.47493,3.31271,-0.1463,0.02259,0.11083,-20.0,0.06248,20.0,0.0036,2168.27001953125,0.04930802471416012,0.01095445115010332
2016-04-06,sp6m,2066.659912109375,6.0,2016-10-06,-0.00124,0.11541,-1.46682,3.21151,-0.1512,0.02394,0.11289,-20.0,0.06572,20.0,0.00428,2160.77001953125,0.04453091364872961,0.011090536506409416
2016-04-13,sp6m,2082.419921875,6.0,2016-10-13,0.0,0.11414,-1.55563,3.57436,-0.14682,0.02543,0.11064,-20.0,0.06397,20.0,0.0032,2132.550048828125,0.023787828225892947,0.011090536506409416
2016-04-20,sp6m,2102.39990234375,6.0,2016-10-20,-0.00127,0.10879,-1.338,2.95398,-0.1401,0.01873,0.11056,-20.0,0.05649,20.0,0.0044,2141.340087890625,0.018352339482956673,0.011090536506409416
2016-04-27,sp6m,2095.14990234375,6.0,2016-10-27,-0.00045,0.11031,-1.35818,3.06013,-0.1407,0.0202,0.11239,-20.0,0.05717,20.0,0.00508,2133.0400390625,0.017923107310857528,0.011135528725660045
2016-05-04,sp6m,2051.1201171875,6.0,2016-11-04,0.00011,0.12023,-1.38704,3.09648,-0.15388,0.02329,0.12194,-20.0,0.06729,20.0,0.00899,2085.179931640625,0.016469107119285634,0.010908712114635715
2016-05-11,sp6m,2064.4599609375,6.0,2016-11-11,-0.00601,0.12391,-1.38971,2.92053,-0.16704,0.01945,0.11885,-20.0,0.07652,20.0,0.00767,2164.449951171875,0.047297592967325094,0.011224972160321825
2016-05-18,sp6m,2047.6300048828125,6.0,2016-11-18,-0.0049,0.12662,-1.47808,3.12587,-0.17032,0.02344,0.11937,-20.0,0.08013,20.0,0.00703,2181.89990234375,0.06351298291137021,0.01140175425099138
2016-05-25,sp6m,2090.5400390625,6.0,2016-11-25,-0.00358,0.11709,-1.4424,3.15082,-0.15464,0.02095,0.1132,-20.0,0.06782,20.0,0.00468,2213.35009765625,0.057084824538613785,0.011532562594670797
2016-06-01,sp6m,2099.330078125,6.0,2016-12-01,-0.00317,0.11644,-1.4605,3.21668,-0.15296,0.02127,0.11264,-20.0,0.06725,20.0,0.00449,2191.080078125,0.04277632519237294,0.01140175425099138
2016-06-08,sp6m,2119.1201171875,6.0,2016-12-08,-0.00172,0.11411,-1.54837,3.497,-0.14913,0.02422,0.10886,-20.0,0.06521,20.0,0.00278,2246.18994140625,0.058234458018863004,0.011135528725660045
2016-06-15,sp6m,2071.5,6.0,2016-12-15,-0.00158,0.13094,-1.48893,3.37271,-0.16928,0.02686,0.12796,-20.0,0.07897,20.0,0.0108,2262.030029296875,0.0879896706217167,0.011224972160321825
2016-06-22,sp6m,2085.449951171875,6.0,2016-12-22,-0.00171,0.1237,-1.49274,3.40777,-0.15873,0.02429,0.12045,-20.0,0.07219,20.0,0.00769,2260.9599609375,0.08080484868753265,0.011269427669584643
2016-06-29,sp6m,2070.77001953125,6.0,2016-12-29,-0.00198,0.12288,-1.51466,3.42372,-0.15985,0.0248,0.1184,-20.0,0.0727,20.0,0.00637,2249.260009765625,0.08268074935550901,0.011224972160321825
2016-07-06,sp6m,2099.72998046875,6.0,2017-01-06,0.00045,0.11832,-1.63722,3.81231,-0.1523,0.02857,0.11246,-20.0,0.06885,20.0,0.00326,2276.97998046875,0.08104123924528363,0.011269427669584643
2016-07-13,sp6m,2152.429931640625,6.0,2017-01-13,0.00852,0.10386,-1.5283,3.8483,-0.11993,0.02874,0.11195,-20.0,0.04742,20.0,0.00353,2274.639892578125,0.05522434619065817,0.011445523142259597
2016-07-20,sp6m,2173.02001953125,6.0,2017-01-20,-0.00069,0.10314,-1.3757,3.22225,-0.13057,0.01824,0.10515,-20.0,0.04978,20.0,0.00286,2271.31005859375,0.0442388692621867,0.011489125293076058
2016-07-27,sp6m,2166.580078125,6.0,2017-01-27,-0.00072,0.10741,-1.31034,3.01624,-0.13553,0.01769,0.11054,-20.0,0.05331,20.0,0.00513,2294.68994140625,0.05744780910907695,0.011445523142259597
2016-08-03,sp6m,2163.7900390625,6.0,2017-02-03,8e-05,0.1052,-1.38216,3.20402,-0.13212,0.01963,0.10733,-20.0,0.05198,20.0,0.00355,2297.419921875,0.059925388364646136,0.01131370849898476
2016-08-10,sp6m,2175.489990234375,6.0,2017-02-10,-0.00391,0.10818,-1.52619,3.59213,-0.14023,0.01816,0.10314,-20.0,0.05901,20.0,0.00216,2316.10009765625,0.06263085680096656,0.01131370849898476
2016-08-17,sp6m,2182.219970703125,6.0,2017-02-17,-0.0043,0.11527,-1.45193,3.1236,-0.15422,0.02049,0.11001,-20.0,0.06809,20.0,0.00404,2351.159912109375,0.07456609217234335,0.01140175425099138
2016-08-24,sp6m,2175.43994140625,6.0,2017-02-24,-0.00399,0.11213,-1.3993,3.08773,-0.14745,0.01837,0.10927,-20.0,0.06225,20.0,0.00406,2367.340087890625,0.08453608308591809,0.011445523142259597
2016-08-31,sp6m,2170.949951171875,6.0,2017-02-28,-0.00263,0.11284,-1.55543,3.55098,-0.14768,0.02241,0.10711,-20.0,0.06455,20.0,0.00264,2363.639892578125,0.08503792095782656,0.011532562594670797
2016-09-07,sp6m,2186.159912109375,6.0,2017-03-07,-0.00163,0.10815,-1.57385,3.74025,-0.13775,0.02154,0.1036,-20.0,0.05859,20.0,0.00206,2368.389892578125,0.08006381413099077,0.011575836902790227
2016-09-14,sp6m,2125.77001953125,6.0,2017-03-14,-0.00181,0.1228,-1.44871,3.05455,-0.16206,0.02542,0.11942,-20.0,0.07392,20.0,0.0067,2365.449951171875,0.1068341591717265,0.011532562594670797
2016-09-21,sp6m,2163.1201171875,6.0,2017-03-21,-0.00183,0.1167,-1.57676,3.48403,-0.15255,0.02504,0.11008,-20.0,0.06964,20.0,0.00317,2344.02001953125,0.08031573432460215,0.01104536101718726
2016-09-28,sp6m,2171.3701171875,6.0,2017-03-28,-0.00014,0.11061,-1.57255,3.40899,-0.14499,0.0269,0.10527,-20.0,0.06279,20.0,0.00157,2358.570068359375,0.08269717344812685,0.011269427669584643
2016-10-05,sp6m,2159.72998046875,6.0,2017-04-05,0.00014,0.10825,-1.52078,3.34904,-0.13945,0.02425,0.10581,-20.0,0.05885,20.0,0.00181,2352.949951171875,0.08568663445926686,0.011489125293076058
2016-10-12,sp6m,2139.179931640625,6.0,2017-04-12,-0.00074,0.11189,-1.41363,3.05611,-0.14476,0.02197,0.11122,-20.0,0.06132,20.0,0.0042,2344.929931640625,0.09183297547793726,0.011661903789690599
2016-10-19,sp6m,2144.2900390625,6.0,2017-04-19,0.00027,0.10998,-1.43864,3.03636,-0.14252,0.02393,0.10937,-20.0,0.05973,20.0,0.00278,2338.169921875,0.0865600252404425,0.011575836902790227
2016-10-26,sp6m,2139.429931640625,6.0,2017-04-26,0.00033,0.10626,-1.40615,2.98984,-0.13742,0.02253,0.107,-20.0,0.0552,20.0,0.00247,2387.449951171875,0.10968642383047836,0.011532562594670797
2016-11-02,sp6m,2097.93994140625,6.0,2017-05-02,0.00083,0.11925,-1.42799,3.03632,-0.15334,0.02606,0.11965,-20.0,0.06823,20.0,0.0066,2391.169921875,0.1308268702640144,0.011661903789690599
2016-11-09,sp6m,2163.260009765625,6.0,2017-05-09,-0.00456,0.11546,-1.46796,3.28765,-0.15267,0.01936,0.11039,-20.0,0.06694,20.0,0.00419,2396.919921875,0.10256819956667354,0.012
2016-11-16,sp6m,2176.93994140625,6.0,2017-05-16,-0.00407,0.11372,-1.36478,2.90598,-0.15031,0.01847,0.11148,-20.0,0.06448,20.0,0.00478,2400.669921875,0.0978276384244234,0.012083045973594574
2016-11-23,sp6m,2204.719970703125,6.0,2017-05-23,-0.00393,0.11191,-1.28888,2.66252,-0.14794,0.01713,0.11152,-20.0,0.06178,20.0,0.00517,2398.419921875,0.08420965123008849,0.01224744871391589
2016-11-30,sp6m,2198.81005859375,6.0,2017-05-30,-0.00481,0.1116,-1.16063,2.51235,-0.14605,0.01279,0.11349,-20.0,0.05881,20.0,0.00869,2412.909912109375,0.09291711997561763,0.012165525060596438
2016-12-07,sp6m,2241.35009765625,6.0,2017-06-07,-0.00298,0.10867,-1.28697,2.77646,-0.14164,0.01646,0.10974,-20.0,0.05716,20.0,0.00488,2433.139892578125,0.08210415365461195,0.012288205727444507
2016-12-14,sp6m,2253.280029296875,6.0,2017-06-14,-0.00314,0.10901,-1.13303,2.43537,-0.14074,0.01327,0.11382,-20.0,0.05489,20.0,0.00789,2437.919921875,0.07875823922366418,0.012409673645990858
2016-12-21,sp6m,2265.179931640625,6.0,2017-06-21,-0.00241,0.1055,-1.18322,2.56804,-0.13572,0.01443,0.10998,-20.0,0.05107,20.0,0.00527,2435.610107421875,0.0725430868153145,0.012288205727444507
2016-12-28,sp6m,2249.919921875,6.0,2017-06-28,-0.00229,0.10679,-1.21607,2.68545,-0.13693,0.01518,0.11059,-20.0,0.05286,20.0,0.00578,2440.68994140625,0.08138613690143609,0.012328828005937953
2017-01-04,sp6m,2270.75,6.0,2017-07-05,-0.00181,0.10164,-1.23634,2.71912,-0.13033,0.015,0.10496,-20.0,0.04852,20.0,0.00374,2432.5400390625,0.06882582158862083,0.012328828005937953
2017-01-11,sp6m,2275.320068359375,6.0,2017-07-11,-0.00153,0.09957,-1.21259,2.64691,-0.1278,0.01486,0.10337,-20.0,0.04557,20.0,0.00324,2425.530029296875,0.06392933739316055,0.012288205727444507
2017-01-18,sp6m,2271.889892578125,6.0,2017-07-18,-0.00067,0.09843,-1.28835,3.00057,-0.12414,0.01569,0.10174,-20.0,0.04405,20.0,0.00277,2460.610107421875,0.07979729343086042,0.012328828005937953
2017-01-25,sp6m,2298.3701171875,6.0,2017-07-25,-0.00081,0.09043,-1.21144,2.66603,-0.11537,0.01408,0.09498,-20.0,0.03596,20.0,0.00125,2477.1298828125,0.07490035763774548,0.012206555615733703
2017-02-01,sp6m,2279.550048828125,6.0,2017-08-01,-0.00037,0.09319,-1.21134,2.66786,-0.11848,0.0149,0.09802,-20.0,0.03845,20.0,0.00181,2476.35009765625,0.08280766480975121,0.01224744871391589
2017-02-08,sp6m,2294.669921875,6.0,2017-08-08,-0.00343,0.10332,-1.37421,2.92918,-0.13644,0.01697,0.10132,-20.0,0.05395,20.0,0.00188,2474.919921875,0.07561903242159664,0.012369316876852983
2017-02-15,sp6m,2349.25,6.0,2017-08-15,-0.00292,0.09627,-1.28192,2.67602,-0.12674,0.0148,0.09668,-20.0,0.04497,20.0,0.00128,2464.610107421875,0.04793749527190804,0.012369316876852983
2017-02-22,sp6m,2362.820068359375,6.0,2017-08-22,-0.00218,0.0996,-1.31713,2.82729,-0.12939,0.0163,0.10022,-20.0,0.04792,20.0,0.00181,2452.510009765625,0.03725614402293624,0.012328828005937953
2017-03-01,sp6m,2395.9599609375,6.0,2017-09-01,-0.00173,0.10262,-1.22741,2.47154,-0.13434,0.01667,0.10562,-20.0,0.0503,20.0,0.00294,2476.550048828125,0.033082513022957,0.012727922061357855
2017-03-08,sp6m,2362.97998046875,6.0,2017-09-08,-0.00082,0.10093,-1.26482,2.56326,-0.13129,0.01785,0.10403,-20.0,0.04838,20.0,0.00208,2461.429931640625,0.0408189280089347,0.013114877048604002
2017-03-15,sp6m,2385.260009765625,6.0,2017-09-15,-0.00065,0.09721,-1.29299,2.83529,-0.12415,0.01687,0.10038,-20.0,0.04422,20.0,0.00188,2500.22998046875,0.04707458266278891,0.013114877048604002
2017-03-22,sp6m,2348.449951171875,6.0,2017-09-22,8e-05,0.09877,-1.33431,2.92215,-0.12561,0.01855,0.10157,-20.0,0.046,20.0,0.00185,2502.219970703125,0.06342281084564617,0.0132664991614216
2017-03-29,sp6m,2361.1298828125,6.0,2017-09-29,-9e-05,0.09197,-1.24976,2.70822,-0.11722,0.01573,0.09607,-20.0,0.0381,20.0,0.00124,2519.360107421875,0.06486467528227184,0.013304134695650071
2017-04-05,sp6m,2352.949951171875,6.0,2017-10-05,0.00014,0.09026,-1.21579,2.61486,-0.1141,0.01509,0.09569,-20.0,0.03604,20.0,0.0011,2552.070068359375,0.08123498206048757,0.013379088160259652
