idt,market,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc,Avg,Open,High,Low,Close
2007-06-15,sp6m,6.0,0.017632964,0.099831912,-0.953329551,1.457672695,-0.114873641,0.033240477,0.127048893,-20.0,0.036397481,20.0,0.00872543,1471.9255506727432,-0.04527850714055531,-0.02246978093487126,-0.06555018671518507,-0.04302179028910977
2007-06-29,sp6m,6.0,0.018018525,0.110562027,-1.01824844,1.605386466,-0.129743867,0.036322353,0.137288254,-20.0,0.0482246,20.0,0.015478326,1423.4622260199653,-0.018868468064609883,-0.018475421403190997,-0.08655494424036751,-0.05968340165967185
2007-07-13,sp6m,6.0,0.019513245,0.111052843,-1.049040148,1.609064037,-0.129405566,0.039264908,0.138200317,-20.0,0.049058248,20.0,0.014611456,1352.7241516113281,-0.10131785965308095,-0.09069667344138577,-0.2008102266054098,-0.11883427727226097
2007-07-31,sp6m,6.0,0.017407636,0.13777295,-0.887206645,1.161876263,-0.168077117,0.038632365,0.169442686,-20.0,0.075638039,20.0,0.052294824,1353.649092240767,-0.07362129367384264,-0.04156611896360011,-0.10002488445802445,-0.07509428605774025
2007-08-15,sp6m,6.0,0.011459495,0.160131206,-0.918483988,1.225744374,-0.2026859,0.034002984,0.188517575,-20.0,0.101677633,20.0,0.080811121,1361.6922471788193,-0.042980620584753236,-0.013137736829567316,-0.05829557355870693,-0.05559398310961019
2007-08-31,sp6m,6.0,0.013267799,0.149005878,-1.043409844,1.272467902,-0.193861604,0.043748138,0.170340395,-20.0,0.095502129,20.0,0.04914639,1313.839990234375,-0.07750016448126079,-0.07750016448126079,-0.14686377772438575,-0.13477367405915097
2007-09-14,sp6m,6.0,0.013372104,0.152386634,-1.049507403,1.437553531,-0.193986799,0.042417871,0.175471911,-20.0,0.095964727,20.0,0.057768874,1321.4633382161458,-0.12027473096427226,-0.08766017672170767,-0.16619759112431748,-0.1209056644271057
2007-09-28,sp6m,6.0,0.015595414,0.12497892,-1.101276626,1.702453202,-0.152365615,0.038849106,0.147969121,-20.0,0.066234753,20.0,0.022487024,1352.467508951823,-0.14020545157643144,-0.0961856313411479,-0.1509713704175397,-0.13463701848699336
2007-10-15,sp6m,6.0,0.015935119,0.136142286,-1.020942175,1.374801848,-0.169904421,0.041359337,0.16155715,-20.0,0.077630559,20.0,0.037980912,1379.367265181108,-0.1509509833135671,-0.0988807609798584,-0.1565005465262027,-0.11129628408306125
2007-10-31,sp6m,6.0,0.015682806,0.137897989,-1.193114286,2.008657505,-0.171004914,0.04300426,0.158557146,-20.0,0.080555789,20.0,0.036903526,1402.5809104225852,-0.10767381508687618,-0.08528434229979591,-0.11354922688818042,-0.08468709069437838
2007-11-15,sp6m,6.0,0.007859308,0.174149047,-1.092337306,1.596158734,-0.227978589,0.039182015,0.192929316,-20.0,0.118467032,20.0,0.087653107,1402.4389892578124,-0.02993046589240582,-0.007546602777676159,-0.055307292747166004,-0.035612730515004264
2007-11-30,sp6m,6.0,0.006610936,0.170110838,-0.958870829,1.019469788,-0.230913014,0.040212059,0.189314392,-20.0,0.122593598,20.0,0.080657355,1369.201826615767,-0.05751196051477998,-0.05315921197303427,-0.10666364511597887,-0.08522442503422116
2007-12-14,sp6m,6.0,0.005946782,0.16315558,-0.892178178,1.131814266,-0.216148754,0.029414249,0.187610677,-20.0,0.111283922,20.0,0.080589682,1322.543017578125,-0.07722810056940736,-0.07154827550724864,-0.14327637148603725,-0.13700675847244187
2007-12-31,sp6m,6.0,0.008179564,0.162827431,-0.928371142,1.085394346,-0.217488555,0.036534147,0.185904034,-20.0,0.112635719,20.0,0.076641692,1258.1210083007813,-0.13880277270358213,-0.12782311209859198,-0.18119710655899351,-0.18947609365121273
2008-01-15,sp6m,6.0,0.005765914,0.172249488,-0.797078923,0.791516923,-0.230083587,0.031738003,0.199037759,-20.0,0.122975231,20.0,0.098419583,1257.7158304850261,-0.11833806176280974,-0.06722281466712511,-0.14008352532067708,-0.08581985146752291
2008-01-31,sp6m,6.0,0.003541333,0.166818408,-1.023103578,1.395704509,-0.225847137,0.035344901,0.181723046,-20.0,0.118421446,20.0,0.071075,1280.6208939985795,-0.07310244330837487,-0.04860340797228621,-0.09993082901560202,-0.06005360554817991
2008-02-15,sp6m,6.0,-0.004027924,0.175103077,-1.005966337,1.313989832,-0.244409984,0.029019787,0.18371694,-20.0,0.132152744,20.0,0.074531528,1280.8639892578126,-0.04247492692050826,-0.03615719477390718,-0.06806521832024695,-0.051028637132400134
2008-02-29,sp6m,6.0,-0.004291465,0.175768434,-0.864854515,0.969483369,-0.242934448,0.022658167,0.190828932,-20.0,0.132668612,20.0,0.085225634,1253.9619995117187,-0.025991912599968164,-0.020952491922956784,-0.09376020806819678,-0.10943291429745293
2008-03-14,sp6m,6.0,-0.009443837,0.198746423,-0.765406782,0.477714164,-0.288398627,0.024354494,0.212527365,-20.0,0.17035205,20.0,0.120810894,1194.0299960049715,-0.02932001306973982,-0.018032353318250607,-0.15206971123068835,-0.09931155322686346
2008-03-31,sp6m,6.0,-0.004959258,0.180225013,-0.754760872,0.606201485,-0.254617217,0.021424985,0.198667128,-20.0,0.143275015,20.0,0.097471912,1035.4081809303977,-0.17191540336331443,-0.12435647104438277,-0.4542665904020543,-0.3763621629143
2008-04-15,sp6m,6.0,-0.002104455,0.165595269,-0.835934781,0.900992018,-0.229034259,0.023853353,0.181907968,-20.0,0.122771909,20.0,0.072738434,921.4954612038352,-0.29391893188222695,-0.29391893188222695,-0.45660342756309713,-0.33550151884729434
2008-04-30,sp6m,6.0,0.001551682,0.146045456,-0.753752667,0.816525813,-0.193681639,0.020624262,0.167589723,-20.0,0.095097985,20.0,0.052460592,928.2141672770182,-0.3886612076451509,-0.31864406700136705,-0.5261757912205786,-0.48776298264307644
2008-05-15,sp6m,6.0,-0.001003514,0.143453101,-0.994178392,1.298700097,-0.197510317,0.025443648,0.153069583,-20.0,0.09799197,20.0,0.033509465,840.2266710069445,-0.4887240842397997,-0.4627036504352062,-0.6528954005066311,-0.5562513406329943
2008-05-30,sp6m,6.0,-0.000732033,0.152084999,-0.967054851,1.283131296,-0.207420128,0.02596766,0.164433311,-20.0,0.105751279,20.0,0.04737796,870.797998046875,-0.45484048322022463,-0.42168078989279506,-0.5404645270161376,-0.4776507212322778
2008-06-13,sp6m,6.0,0.000542047,0.159882768,-1.012377535,1.278285638,-0.222185518,0.031966725,0.170790764,-20.0,0.116594616,20.0,0.055806252,880.4489990234375,-0.4341249725944404,-0.3921391972804834,-0.46174245476385695,-0.42332173698413617
2008-06-30,sp6m,6.0,-0.000266968,0.164208812,-0.848998977,0.994616726,-0.223261578,0.024576233,0.182216649,-20.0,0.117916293,20.0,0.072995521,898.1127263849431,-0.38545568109146144,-0.30464812756538473,-0.4248749306919476,-0.4167709782232201
2008-07-15,sp6m,6.0,-0.003404722,0.179386077,-0.760211252,0.822599641,-0.247072936,0.021020267,0.199678784,-20.0,0.135767887,20.0,0.099362533,838.7418212890625,-0.3666571810014958,-0.32493819615887315,-0.41245298835765704,-0.386508726636426
2008-07-31,sp6m,6.0,0.001132032,0.158799719,-0.717761116,0.651214247,-0.213103876,0.022615082,0.181938901,-20.0,0.111662234,20.0,0.072588455,840.3449951171875,-0.4316414769395506,-0.3704717342555648,-0.45007075011131503,-0.4737253216873152
2008-08-15,sp6m,6.0,-0.005456974,0.158892984,-0.811982941,0.855394906,-0.222229828,0.018607122,0.172536543,-20.0,0.118154044,20.0,0.059959576,766.2077840169271,-0.4611261689192863,-0.4611261689192863,-0.56951667974572,-0.6164828425085229
2008-08-29,sp6m,6.0,-0.005152657,0.160464373,-0.748235341,0.677923979,-0.224965757,0.01799891,0.176315511,-20.0,0.120680115,20.0,0.065637327,710.072998046875,-0.5643684900986093,-0.5257579503808872,-0.6543486988206886,-0.5315773314298968
2008-09-15,sp6m,6.0,-0.009632757,0.182484649,-0.576572244,0.451463046,-0.249639693,0.00527948,0.205409736,-20.0,0.143782787,20.0,0.107576998,797.0659912109375,-0.4521838957709681,-0.3589652738181478,-0.4639950235708123,-0.41507338023223045
