idt,market,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc,Avg,Open,High,Low,Close
2008-09-30,sp6m,6.0,-0.014531273,0.212918253,-0.728333532,0.571757242,-0.313786762,0.017759544,0.221652826,-20.0,0.180776353,20.0,0.130462149,827.8490878018466,-0.36575760561049714,-0.2997115566307744,-0.4025927574179627,-0.3139861105347612
2008-10-15,sp6m,6.0,-0.029199529,0.308397419,-0.582088814,0.295238034,-0.451443159,0.003851129,0.332533166,-20.0,0.264309473,20.0,0.24601825,856.1309037642045,-0.07833317544417567,-0.028808103066122307,-0.09346904891349758,-0.03935029216760806
2008-10-31,sp6m,6.0,-0.013083727,0.327109159,-1.038913443,1.322523498,-0.465652429,0.050431124,0.332582415,-20.0,0.232163056,20.0,0.275844143,901.9029968261718,-0.09996716982323615,-0.0406392338992462,-0.11200623351906108,-0.08134160720401738
2008-11-14,sp6m,6.0,-0.038354552,0.331760998,-0.858536369,0.837539438,-0.484109736,0.002458582,0.331320289,-20.0,0.263395661,20.0,0.261981738,897.3311157226562,0.01246084458399748,0.057093521774511574,0.006448975372790865,0.037687356927307486
2008-11-28,sp6m,6.0,-0.046549514,0.329603033,-0.918184376,0.79273704,-0.515798513,0.022133277,0.306070516,-20.0,0.267488707,20.0,0.22986615,936.6425120035807,-0.0036664117075879254,0.06479022610982813,-0.009687059801516464,0.030200740345256452
2008-12-15,sp6m,6.0,-0.041126187,0.357326606,-0.776951735,0.506849368,-0.540502052,0.010983442,0.363515137,-20.0,0.283141332,20.0,0.278401044,912.8609008789062,0.08163469087030291,0.08163469087030291,0.02309153671838195,0.056786084684518665
2008-12-31,sp6m,6.0,-0.02220251,0.27776425,-0.908821765,1.070318166,-0.398674843,0.023676861,0.284200574,-20.0,0.225419742,20.0,0.212647855,896.7080017089844,0.026116021078018106,0.031247585725455378,-0.038288064765020634,0.032062784500168307
2009-01-15,sp6m,6.0,-0.024324761,0.31951705,-1.047732318,1.254793643,-0.475893468,0.043015962,0.310722429,-20.0,0.23656483,20.0,0.245610786,960.5527288263494,0.07576506922568314,0.15224577694445918,0.07576506922568314,0.15657233585251382
2009-01-30,sp6m,6.0,-0.015458173,0.279376374,-0.974963151,1.446348644,-0.389605207,0.031530771,0.285514039,-20.0,0.212390688,20.0,0.212429136,1000.0049926757813,0.16702335183897082,0.20914570668153526,0.16702335183897082,0.20395542396280764
2009-02-13,sp6m,6.0,-0.037107523,0.28694785,-0.958789594,1.071360986,-0.435456592,0.013390116,0.275680266,-20.0,0.236385433,20.0,0.199438369,1009.7869934082031,0.19598692299161918,0.22719894852246947,0.16841977807739594,0.22065382783167603
2009-02-27,sp6m,6.0,-0.039297557,0.292077768,-0.872464299,1.064333001,-0.432097766,0.00169961,0.286945093,-20.0,0.241880686,20.0,0.202916469,1021.6900024414062,0.335192683808763,0.35481767987020185,0.299699858128316,0.3559236642868541
2009-03-13,sp6m,6.0,-0.034240655,0.26756324,-0.736605541,0.834906014,-0.392226553,-0.000427839,0.272035904,-20.0,0.23261496,20.0,0.1823011,1060.0383402506511,0.31835162721361476,0.356086613203008,0.31338809693701797,0.33449701857489034
2009-03-31,sp6m,6.0,-0.030127001,0.287265186,-0.696224168,0.737244183,-0.411481307,0.001858154,0.303440373,-20.0,0.243759558,20.0,0.21464363,1058.4790593927557,0.2850403361946931,0.31489138071523304,0.24556322664623934,0.3179876685662746
2009-04-15,sp6m,6.0,-0.022383477,0.262952805,-0.788065858,0.946249353,-0.374889343,0.015858089,0.273354401,-20.0,0.218814647,20.0,0.189673437,1078.7472922585227,0.2466062384695149,0.25664410143469224,0.2014225471003318,0.19564880312054403
2009-04-30,sp6m,6.0,-0.015497933,0.24440969,-0.75806419,0.97217182,-0.33908594,0.014683276,0.263349281,-20.0,0.198216399,20.0,0.178697477,1070.202725497159,0.1993971236315518,0.23621750608191125,0.16499407394529253,0.23976661972707528
2009-05-15,sp6m,6.0,-0.031775082,0.228194222,-0.824084682,0.975786298,-0.342130882,0.00165127,0.223566364,-20.0,0.200623793,20.0,0.129578515,1103.3011203342014,0.2145255138071853,0.23224475610826073,0.20498399526136826,0.21589552716748736
2009-05-29,sp6m,6.0,-0.022257645,0.210615156,-1.047688213,1.568910382,-0.308768995,0.016421578,0.201871316,-20.0,0.171595779,20.0,0.10227604,1103.0581720525568,0.171475629677173,0.19686841489377502,0.166716753529378,0.18681027070504283
2009-06-15,sp6m,6.0,-0.017682982,0.209438312,-0.972626993,1.385610808,-0.298302158,0.016685682,0.21082301,-20.0,0.168997019,20.0,0.11546146,1114.8780029296875,0.18740218203232342,0.20190017898182205,0.16907732851597806,0.19839081624171395
2009-06-30,sp6m,6.0,-0.013141617,0.196780565,-0.990960905,1.497202878,-0.275673373,0.019224797,0.201155524,-20.0,0.153823885,20.0,0.101760722,1137.4709028764205,0.20237506655731127,0.22423943498480103,0.19280504406211194,0.21166075888819938
2009-07-15,sp6m,6.0,-0.01105279,0.19449196,-0.960314869,1.400422939,-0.271240516,0.020613965,0.201530977,-20.0,0.151261705,20.0,0.102032395,1107.739013671875,0.20747046463738006,0.2098462521949917,0.13883661936251848,0.1551273713835164
2009-07-31,sp6m,6.0,-0.008419424,0.18519096,-0.89442495,1.410555064,-0.250706815,0.017193408,0.197669101,-20.0,0.138266316,20.0,0.096822693,1076.8459838867188,0.08388663898062312,0.11219999889721871,0.05613735736988045,0.10323468565500442
2009-08-14,sp6m,6.0,-0.020241626,0.192973774,-1.043810211,1.477963295,-0.284755902,0.016202978,0.185626957,-20.0,0.15898624,20.0,0.079903734,1102.8422173394097,0.07207348003878755,0.1024561764321629,0.07207348003878755,0.10540925311604768
2009-08-31,sp6m,6.0,-0.016725914,0.194849383,-1.007632811,1.490404826,-0.277552721,0.016421578,0.194293504,-20.0,0.156074017,20.0,0.091730245,1133.9269897460938,0.07976077952663146,0.1223125208268034,0.07976077952663146,0.11979504982923316
2009-09-15,sp6m,6.0,-0.01325071,0.176034231,-0.938192451,1.413765968,-0.246340077,0.013598435,0.180937959,-20.0,0.13588706,20.0,0.073713022,1165.0136274857955,0.08719109031633968,0.11480716469129257,0.08100754221109999,0.10850293983408914
2009-09-30,sp6m,6.0,-0.01044886,0.178820459,-0.989317926,1.532845921,-0.248738069,0.018264057,0.184527913,-20.0,0.136099837,20.0,0.077973663,1187.760897549716,0.10469340318513098,0.13564707726722727,0.09787148129499022,0.1364892612584042
2009-10-15,sp6m,6.0,-0.007864539,0.162526075,-0.983061688,1.6550766,-0.220718442,0.017231195,0.169621268,-20.0,0.115502095,20.0,0.059370419,1203.116377397017,0.09907847660766143,0.10650889053469764,0.07470831378610726,0.07898980917294314
2009-10-30,sp6m,6.0,-0.006681299,0.185699609,-1.01878874,1.587557629,-0.255514984,0.025098703,0.193973161,-20.0,0.138787955,20.0,0.091157231,1161.6266682942708,0.15239691688883558,0.1534073450903852,0.028165876706277,0.11066015099993537
2009-11-13,sp6m,6.0,-0.017848137,0.179235249,-0.956777448,1.431013569,-0.256196219,0.011375609,0.177929697,-20.0,0.14349229,20.0,0.070533997,1102.774169921875,0.06767271643402746,0.0706850861695491,-0.04939479301825073,-0.021043309871048344
2009-11-30,sp6m,6.0,-0.014763538,0.185156942,-1.003542017,1.415639236,-0.26522651,0.018134073,0.185023777,-20.0,0.147412111,20.0,0.078503417,1077.302978515625,-0.007631940815572291,0.009339011628761522,-0.05002442476097053,0.01773109940857515
2009-12-15,sp6m,6.0,-0.010113323,0.173968499,-0.998001164,1.541059796,-0.240215648,0.017555483,0.179954532,-20.0,0.130006018,20.0,0.070394805,1093.654541015625,-0.015206321422152927,0.020812061139525787,-0.06791808138738692,-0.07224561065359332
2009-12-31,sp6m,6.0,-0.008190985,0.162290923,-0.979615515,1.492949526,-0.223921141,0.017864321,0.168735982,-20.0,0.118075705,20.0,0.05624951,1058.6460021972657,-0.06918497901195202,-0.014124950445829535,-0.0980931763565233,-0.01683903405242832
2010-01-15,sp6m,6.0,-0.005001525,0.143754179,-1.082893119,1.974224904,-0.192153073,0.018238642,0.14930933,-20.0,0.09395781,20.0,0.034447425,1091.6989990234374,-0.03727869893616468,-0.01336325768710958,-0.07221857798180109,-0.030839605116045485
2010-01-29,sp6m,6.0,-0.005164655,0.160100656,-0.991140449,1.763703265,-0.212491868,0.01862994,0.169775547,-20.0,0.109816681,20.0,0.059448582,1116.2460083007813,0.031350773369381205,0.05027589004745361,0.013081407160731112,0.009029104782711439
2010-02-12,sp6m,6.0,-0.015182245,0.171003282,-1.08036325,1.787887262,-0.242777277,0.015400187,0.166430914,-20.0,0.130837302,20.0,0.056035657,1075.0819946289062,0.005535478582866688,0.02264248098483185,-0.03373778077183673,-0.026655970759512978
2010-02-26,sp6m,6.0,-0.008907755,0.151764821,-1.088199446,1.792543218,-0.21060435,0.01799891,0.153262416,-20.0,0.107868154,20.0,0.036780023,1087.107694185697,-0.044630351736098944,0.02049492205239191,-0.06045151808664918,0.01846152707802911
2010-03-15,sp6m,6.0,-0.006308648,0.146580132,-1.141650519,1.858394755,-0.204221983,0.022386685,0.147348942,-20.0,0.103169627,20.0,0.029258426,1136.3799937855113,-0.027385655648606358,-0.0004433884415328164,-0.03168281515957422,-0.008125033246134608
2010-03-31,sp6m,6.0,-0.004448112,0.136751299,-1.081588013,1.883924495,-0.183972561,0.018827289,0.142145782,-20.0,0.087661205,20.0,0.025516456,1159.5818204012785,-0.020265082166867048,0.012702938497140074,-0.03264536865823411,0.005763854694396393
2010-04-15,sp6m,6.0,-0.003010355,0.130793285,-1.062441457,1.865401435,-0.174388259,0.018298149,0.137896919,-20.0,0.080328698,20.0,0.021659362,1180.8236305930398,-0.02863156561794919,-0.012899891833176871,-0.04382966943353518,-0.022780174575308
2010-04-30,sp6m,6.0,-0.00268566,0.149284183,-0.982246017,1.813181009,-0.19447412,0.018261721,0.161282404,-20.0,0.095653276,20.0,0.04880817,1209.0929931640626,-0.000826151209600347,0.03346945791637433,-0.007646921486671944,0.009276927233015354
2010-05-14,sp6m,6.0,-0.010717955,0.196002023,-1.29445996,2.364606552,-0.27107325,0.030279233,0.189166934,-20.0,0.145129797,20.0,0.082873217,1190.8244222005208,0.055456469674527,0.061262540563328534,0.03233293190126778,0.04483755078141662
2010-05-28,sp6m,6.0,-0.011332398,0.201451076,-1.2725905,2.463026438,-0.274146812,0.027205749,0.196711198,-20.0,0.146630242,20.0,0.094737214,1220.9349975585938,0.08754356525467603,0.13488781127641267,0.07447374624534772,0.1256208750817822
2010-06-15,sp6m,6.0,-0.005980788,0.185262152,-1.36026691,2.641055562,-0.251105892,0.033601797,0.180445541,-20.0,0.132158069,20.0,0.069578551,1251.5130004882812,0.10732408252158898,0.12411242346165108,0.10026789832413763,0.12036712394960822
2010-06-30,sp6m,6.0,-0.006077762,0.217292254,-1.309535409,2.510439325,-0.291726177,0.037752289,0.215757996,-20.0,0.153913376,20.0,0.125583011,1273.8908284505208,0.2004192839414974,0.22690284260423307,0.19624205190749713,0.2282783068704161
2010-07-15,sp6m,6.0,-0.001666899,0.191451208,-1.302372875,2.495215163,-0.254189205,0.03815509,0.19329204,-20.0,0.135096159,20.0,0.08902625,1288.3422309027778,0.1650301785645574,0.17231100705489227,0.14790351126219978,0.15952489922003973
2010-07-30,sp6m,6.0,-0.001306827,0.176207625,-1.234580537,2.320923889,-0.233291777,0.032751873,0.181074462,-20.0,0.121988196,20.0,0.071332121,1313.122998046875,0.1473583114294598,0.18900913393974927,0.1473583114294598,0.19015809692158803
2010-08-13,sp6m,6.0,-0.01429125,0.202387856,-1.252347016,2.003994449,-0.292037651,0.031717921,0.190612168,-20.0,0.158496095,20.0,0.08508098,1325.4344346788193,0.2079572286677482,0.21943592866313694,0.18167275534442837,0.20682015157210834
2010-08-31,sp6m,6.0,-0.011778246,0.204801385,-1.243192951,2.154908483,-0.286839376,0.029751563,0.199622428,-20.0,0.153765187,20.0,0.099199258,1312.8963512073863,0.2306988558756013,0.2387399588448424,0.2036724710967761,0.20016812210892188
2010-09-15,sp6m,6.0,-0.005094059,0.173787914,-1.290788295,2.343108103,-0.235712813,0.032226269,0.171805584,-20.0,0.124299067,20.0,0.055675304,1294.0418146306818,0.1356024682589769,0.1595895318977758,0.10453809325721289,0.1660246141731525
2010-09-30,sp6m,6.0,-0.005658462,0.179972527,-1.209239498,2.1783264,-0.243609878,0.02869824,0.1819811,-20.0,0.129254806,20.0,0.072268919,1326.3975118001301,0.14698224421673117,0.16018622093445778,0.13214380858430727,0.14530902609576177
2010-10-15,sp6m,6.0,-0.004108907,0.164620529,-1.151325695,2.025759866,-0.222027683,0.026293538,0.169344308,-20.0,0.115399805,20.0,0.055746159,1333.7566731770833,0.1112064730262067,0.14646088296098686,0.09599861913305416,0.14785523280566276
2010-10-29,sp6m,6.0,-0.003890853,0.155390627,-1.001125198,1.694754492,-0.208217039,0.020624262,0.164522473,-20.0,0.10637958,20.0,0.052629528,1348.729081587358,0.13931429707510523,0.1469606265293517,0.11628137101787207,0.116506995214779
2010-11-15,sp6m,6.0,-0.007848037,0.16214273,-1.204126461,2.107424666,-0.222216815,0.022758612,0.161408988,-20.0,0.115803732,20.0,0.043023727,1328.6909912109375,0.10831421021689026,0.11730142154845803,0.09095548031863568,0.1160978678048411
2010-11-30,sp6m,6.0,-0.009969117,0.173093139,-1.154877648,1.909132923,-0.242506568,0.023604945,0.171339864,-20.0,0.129801476,20.0,0.058239995,1294.8363591974432,0.1200251767882444,0.13056219164461216,0.0695974617269996,0.06942364467123122
